ID,Team Name,Section,Year,Medal Awarded,Other Award,Wiki Link,Outreach Category,Title,Summarized Description
321,UC San Diego,Undergrad,2018,Gold,Nominated for Best Entrepreneurship,http://2018.igem.org/Team:UC_San_Diego,Integrated Human Practices,Incorporating a Novel Communication Paradigm for iGEM Teams,"As a new team, we looked to past teams who had engaged in stakeholder interactions and Integrated Human Practices to guide our own intuition. It was also important to realize that a lot of the narratives that teams put forward were extremely linear: the interactions did not invite the team to consider the impact of their decisions or help them optimize their overall design."
322,UC San Diego,Undergrad,2018,Gold,Nominated for Best Entrepreneurship,http://2018.igem.org/Team:UC_San_Diego,Integrated Human Practices, Development of a biomarker discovery tool  ,"As a result of this paradigm, we uncovered a critical lag in the development of commercially available liquid biopsy tests."
323,UC San Diego,Undergrad,2018,Gold,Nominated for Best Entrepreneurship,http://2018.igem.org/Team:UC_San_Diego,Integrated Human Practices, Expansion of our workflow to integrate a digital health platform ,"In addition to addressing a core issue in cancer diagnostics, our team’s exploration of the patient care journey led us to identify another significant economic burden on our healthcare system: doctors are unable to ascertain if a treatment has been effective or not long enough because of poor doctor-patient communication."
324,UC San Diego,Undergrad,2018,Gold,Nominated for Best Entrepreneurship,http://2018.igem.org/Team:UC_San_Diego,Integrated Human Practices, UCSD Health System ,"We were fortunate enough to be active in the clinical immersion process. Although the names of the patients are covered for confidentiality purposes, we were able to gain an in-depth perspective of a cancer patient’s journey throughout the diagnostics journey."
325,UC San Diego,Undergrad,2018,Gold,Nominated for Best Entrepreneurship,http://2018.igem.org/Team:UC_San_Diego,Integrated Human Practices," Poorya Sabounchi, internal affiliate with Illumina Accelerator  ","Dr. Cashin currently serves as the head of the Illumina Accelerator and Dr. Sabounchi is a startup advocate. In addition to describing the mechanisms of NGS, he also talked about some of the key diagnostic metrics that Illumina and GRAIL, a liquid biopsy startup by Illumina, are currently focusing on."
326,UC San Diego,Undergrad,2018,Gold,Nominated for Best Entrepreneurship,http://2018.igem.org/Team:UC_San_Diego,Integrated Human Practices," Dr. Mikael Eliasson, head of Global Product Development and Strategic Innovation ","A subsequent conversation with Dr. Eliasson focused on more acutely addressing our primary stakeholders’ needs. Based on prior confirmations and confirmation from both patient and healthcare professionals, we had identified another critical lag in the traditional diagnostics journey."
327,UC San Diego,Undergrad,2018,Gold,Nominated for Best Entrepreneurship,http://2018.igem.org/Team:UC_San_Diego,Integrated Human Practices," Dr. Kang Zhang, Shiley Eye Institute and UCSD School of Medicine ","Our second meeting with Dr. Zhang focused on deciding which cancer to focus on. While he encouraged us to identify markers specific to hepatocellular carcinoma , he also pointed us to some foundational literature and lab documentation to guide our decision making."
328,UC San Diego,Undergrad,2018,Gold,Nominated for Best Entrepreneurship,http://2018.igem.org/Team:UC_San_Diego,Integrated Human Practices," Harry Gandhi, founder at Medella Health ",Our conversation with Harry was centered around understanding the intricacies of smartphone diagnostics. He appreciated the novelty of our vision and looked forward to seeing a prototype.
329,UC San Diego,Undergrad,2018,Gold,Nominated for Best Entrepreneurship,http://2018.igem.org/Team:UC_San_Diego,Integrated Human Practices," Amogha Tadimety, pHD student at Thayer School of Engineering ","After designing our baseline circuit and fleshing out some of our wetlab plans, we had a second discussion with Amogha. Because she has extensive knowledge about liquid biopsy applications in a clinical setting as well in point-of-care devices, we asked her about what to consider for the different use cases."
330,UC San Diego,Undergrad,2018,Gold,Nominated for Best Entrepreneurship,http://2018.igem.org/Team:UC_San_Diego,Integrated Human Practices," Dr. Ludmil Alexandrov, Bioengineering at UCSD, Moores Cancer Research Center ","Dr. Alexandrov is known for developing Alexandrov signatures, which are mutational signatures that serve as cancer indicators. Although he was a little worried about the rigorous timeline for the project and the iGEM competition, he felt that advancing the use of epigenetic determinants as a cancer indicator was an important step and could have several ramifications down the road."
331,UC San Diego,Undergrad,2018,Gold,Nominated for Best Entrepreneurship,http://2018.igem.org/Team:UC_San_Diego,Integrated Human Practices," Nina Vandeventer, Global Head of Personalized Development at Genentech  ","In talking to Ms. Vandeventer, we learned more about the broader challenges in implementing a diagnostic test in a clinical setting ."
332,UC San Diego,Undergrad,2018,Gold,Nominated for Best Entrepreneurship,http://2018.igem.org/Team:UC_San_Diego,Integrated Human Practices," Dr. Jason Kreisberg, Research Scientist at the Ideker Lab  ","Dr. Kreisberg is part of the Cancer Cell Map Initiative, a joint collaboration between UC San Diego and UC San Francisco. Dr. Kreisberg’s team also emphasized that in order to improve overall accuracy for a test implemented in a clinical setting, we would benefit from a workflow with reduced complexity."
333,UC San Diego,Undergrad,2018,Gold,Nominated for Best Entrepreneurship,http://2018.igem.org/Team:UC_San_Diego,Integrated Human Practices, UCSD Biodynamics Lab ,"After selecting controlled flow devices as our primary interest, we met with several undergraduate and graduate researchers at the UCSD Biodynamics Lab, run by Dr. Jeff Hasty. Our conversations helped us realize that their are several key parameters to keep in mind for developing a mathematical representation of a microfluidic system ."
334,UC San Diego,Undergrad,2018,Gold,Nominated for Best Entrepreneurship,http://2018.igem.org/Team:UC_San_Diego,Integrated Human Practices," Dr. Jian Dai, Senior Data Scientist for Personalized Health Care at Genentech ","Part of our needs-finding had uncovered a critical lag in the development of liquid biopsy tests. By using techniques such as Random Forest and Lasso-Cox, we would be able to discover the optimal gene panel combinations to detect promoter methylation across a subset of patients based on the disease of interest."
335,UC San Diego,Undergrad,2018,Gold,Nominated for Best Entrepreneurship,http://2018.igem.org/Team:UC_San_Diego,Education and Public Engagement,Global Empowerment Summit,"People: This particular activity actually spun out of our Integrated Human Practices. Design and Dialogue: After talking to Ms. Naila Chowdhury, it became apparent that our project had potential to make a positive difference for at-risk populations with limited access to medical care, and therefore was of significant interest to social entrepreneurs. It was far easier to relate our project science with our project goals verbally."
336,UESTC-Software,Undergrad,2018,Gold,Nominated for Best Product Design,http://2018.igem.org/Team:UESTC-Software,Integrated Human Practices,Conversation with lawyer,"Question1: Does BioMaster cause any infringement when using data and providing links to related documents from other databases?Answer: If related resources are open to everyone and there’s no statement, using related data will be fully reasonable and legal. Therefore, even if there are adverse consequences, the software provider is not responsible."
337,UESTC-Software,Undergrad,2018,Gold,Nominated for Best Product Design,http://2018.igem.org/Team:UESTC-Software,Integrated Human Practices,5th CCiC and Southwestern Union,"We took part in 2 big conferences in China held for iGEMers to share experiences and communicated with each other. In the meantime, it’s a good chance to be acquainted with iGEM teams and collaborated with them."
338,UESTC-Software,Undergrad,2018,Gold,Nominated for Best Product Design,http://2018.igem.org/Team:UESTC-Software,Integrated Human Practices,Overview,"For the public, the biggest problem of promoting iGEM and synthetic biology is that they never heard of it before and it’s not an easily-understandable field for the public. To promote us in a more interesting and efficient way, we divided the public into 3 groups—Public, Children and Pre-iGEMers (High school students and Undergraduates)."
339,UESTC-Software,Undergrad,2018,Gold,Nominated for Best Product Design,http://2018.igem.org/Team:UESTC-Software,Integrated Human Practices,Design,"People spend more and more leisure time on the game, including physical games and online games. We believe that if we can implant scientific knowledge and ideas in the game, people can learn the knowledge of the fields that they may not access in daily life while playing the game."
340,UESTC-Software,Undergrad,2018,Gold,Nominated for Best Product Design,http://2018.igem.org/Team:UESTC-Software,Integrated Human Practices,Promotion,Bio-Chess debuted at CCiC (Conference of Chinese iGEM Community). We introduced the Bio-Chess to the audience and judges at the Panel Session and received wide acclaim.
341,UESTC-Software,Undergrad,2018,Gold,Nominated for Best Product Design,http://2018.igem.org/Team:UESTC-Software,Integrated Human Practices,iGEM Day ‘Gene Go’,"Of course, it’s hard to let children understand synthetic biology but cultivating their interest is important. This iGEM Day was so welcomed by children that after the event was released on the online platform of the Sichuan Science and Technology Museum, we received applications from more than 350 families from the registration channel on the first day."
342,UESTC-Software,Undergrad,2018,Gold,Nominated for Best Product Design,http://2018.igem.org/Team:UESTC-Software,Integrated Human Practices,A series of activities,"We designed a series of activities such as leaf bookmark making, cell structure fabrication, gene card playing and microscope observation to allow children to participated on their own. After the children made the cells with plasticine, we took the children to observe the real cells with a microscope."
343,UESTC-Software,Undergrad,2018,Gold,Nominated for Best Product Design,http://2018.igem.org/Team:UESTC-Software,Integrated Human Practices,1st iGEM Festival in UESTC,"For the pre-iGEMers which is high school students and undergraduates, they’ve already acquired some knowledge of synthetic biology and have heard of iGEM. What we should do is to introduce more details to them and invite them to join us."
344,UESTC-Software,Undergrad,2018,Gold,Nominated for Best Product Design,http://2018.igem.org/Team:UESTC-Software,Integrated Human Practices,Game stage,We designed 2 games with the combination of iGEM and synthetic biology. Only those who wins the Bio-Chess will have a chance to join in the Q&A part.
345,UESTC-Software,Undergrad,2018,Gold,Nominated for Best Product Design,http://2018.igem.org/Team:UESTC-Software,Integrated Human Practices,iGEM Introduction,"On the introduction, we told the pre-iGEMers what is synthetic biology and iGEM. Different from what they searched on the internet, we told them what we would do for the competition and what we would gain in joining this."
346,UiOslo Norway,Overgrad,2018,Gold,"Nominated for Best Presentation, Overgrad",http://2018.igem.org/Team:UiOslo_Norway,Integrated Human Practices,National Reference Laboratory for Medical Mycology,"After we decided to work with yeast, we visited a mycology lab. We started a minimal inhibitory concentration (MIC) test of a patient’s sample. She believes that our detection kit would be very precious in a time where antimicrobial resistance is on the rise. She underlined the importance of our project in trying to decrease the over-usage of antimycotics."
347,UiOslo Norway,Overgrad,2018,Gold,"Nominated for Best Presentation, Overgrad",http://2018.igem.org/Team:UiOslo_Norway,Integrated Human Practices,Questionnaire for masters students,"We handed out a short questionnaire to masters students to gather information for our project. We wanted to know if the students knew what Candida albicans is, as well as which steps they were most likely to take to treat a hypothetical infection. Gender and age distribution of respondentsQuestion: Do you know what C. albicans is?The evaluation shows that more than half of the participants did not have prior knowledge of C. albicans, with a higher percentage of men not knowing about C. albicans."
348,UiOslo Norway,Overgrad,2018,Gold,"Nominated for Best Presentation, Overgrad",http://2018.igem.org/Team:UiOslo_Norway,Integrated Human Practices,Motivation from experts,"We talked with Physicians, Pharmacists, and consulted with Literature. Unspecific treatment, like buying over-the-counter antimycotics for treating a non-existing C. albicans infection is further reinforcing this issue. Our team agreed on tackling the high number of vulvovaginal candidiasis misdiagnoses. It is a pH dependent test to distinguish between bacterial vaginosis and thrush. ”Alexandra Möhringer, general practitioner, Germany“I really like the idea of an easy-to-use test for detecting C. albicans since this would lead to a more targeted and therefore better therapy. My personal idea would be that if a person is treated with antibiotics (for example for treating a bladder infection) the test could be sold together with the antibiotics, since the risk is very high that the women will get a fungal infection due to overgrowth of potentially pathogenic organisms."
349,UiOslo Norway,Overgrad,2018,Gold,"Nominated for Best Presentation, Overgrad",http://2018.igem.org/Team:UiOslo_Norway,Integrated Human Practices,Conclusion,The outcome of the questionnaire and the interviews with several experts was the crucial factor for us to start planning an educational campaign. For this purpose we drafted a flyer where women can get information concerning the normal vaginal flora.
350,UiOslo Norway,Overgrad,2018,Gold,"Nominated for Best Presentation, Overgrad",http://2018.igem.org/Team:UiOslo_Norway,Integrated Human Practices,Further considerations,"In order to assess the acceptance of the test, we conducted a survey using a questionnaire, which we wrote about in Human Practices. In my opinion there is a big need of a campaign that should brief women about these topics."
351,UiOslo Norway,Overgrad,2018,Gold,"Nominated for Best Presentation, Overgrad",http://2018.igem.org/Team:UiOslo_Norway,Education and Public Engagement,Social media,"A very effective way to spread awareness about our project is to use social media. If you wanted to know more about the daily life of our team, following our Instagram page would be the right choice. You could always be up to date on our leisure activities if you followed us on Instagram."
352,Unesp Brazil,Overgrad,2018,Gold,"Nominated for Best Part Collection, Overgrad",http://2018.igem.org/Team:Unesp_Brazil,Integrated Human Practices,Probiotics Collection,"When we started working with genetically engineered probiotics, we went to the Registry of Standard Biological Parts to look for parts that could be useful in our project, especially regarding the chassis Bacillus subtilis and Lactococcus lactis. So, we thought: why not create a collection with all the parts we can find and might be useful to engineer probiotics?"
353,Unesp Brazil,Overgrad,2018,Gold,"Nominated for Best Part Collection, Overgrad",http://2018.igem.org/Team:Unesp_Brazil,Integrated Human Practices,The gaps in Brazilian legislation,"Brazilian legislation is still in its first steps when it comes to genetically engineered organisms. However, when a health-related product holds a genetically modified organism both agencies need to work together to approve the product, however it is not easy for ANVISA to properly label and address this new product due the presence of a GMO, and a product that is hard to address entail to a slow in the regulation process."
354,Unesp Brazil,Overgrad,2018,Gold,"Nominated for Best Part Collection, Overgrad",http://2018.igem.org/Team:Unesp_Brazil,Integrated Human Practices,What the Agency did to overcome this limitation?,"Even though the agency covers a lot of fields, the field of food supplements in general, including probiotics, required updates."
355,Unesp Brazil,Overgrad,2018,Gold,"Nominated for Best Part Collection, Overgrad",http://2018.igem.org/Team:Unesp_Brazil,Integrated Human Practices,How we tackled this issue?,"Our team knew that participating in such a consultation would be key to change how the Brazilian government deals with probiotics (which is the main topic of our research project). Many big international companies and entities participated in the consultation, including Bayer SA, Pfizer, Nestlé, Yakult, International Probiotics Association, The International Scientific Association for Probiotics and Prebiotics, and of course iGEM UNESP team."
356,Unesp Brazil,Overgrad,2018,Gold,"Nominated for Best Part Collection, Overgrad",http://2018.igem.org/Team:Unesp_Brazil,Integrated Human Practices,What kind of an impact it is making?,"After that, a reunion occurred at ANVISA head office in Brasilia, where all the suggestions were discussed being accepted or rejected."
357,Unesp Brazil,Overgrad,2018,Gold,"Nominated for Best Part Collection, Overgrad",http://2018.igem.org/Team:Unesp_Brazil,Integrated Human Practices,Why is it important?,"That's a huge step because even though CTNBio deals with GMO it can't regulate probiotics. Before our contribution, a genetically engineered probiotic would first be analyzed by CTNBio but after that ANVISA would not allow it to be produced because there wasn't any topic regarding it existing, thus, it would be needed to create a special validation process for this product, making the whole process take even longer."
358,Unesp Brazil,Overgrad,2018,Gold,"Nominated for Best Part Collection, Overgrad",http://2018.igem.org/Team:Unesp_Brazil,Integrated Human Practices,Dialog with Libbs Pharmaceutical,"Early this year we got in touch with Libbs, a Brazilian pharmaceutical company and one of the top 10 biggest players in the Brazilian pharmaceutical market. We started to think how we could improve our previous project in a way that would be easy to change the parts in the circuits. Additionally, they informed us about and invited us to participate in an ANVISA - National Health Surveillance Agency (Brazilian regulatory agency) public consultation that was open by that time about probiotics, that they and several other pharmaceutical companies were participating, and would be awesome to have people outside the pharmaceutical companies participating as well."
359,Unesp Brazil,Overgrad,2018,Gold,"Nominated for Best Part Collection, Overgrad",http://2018.igem.org/Team:Unesp_Brazil,Integrated Human Practices,Intellectual Property with Lawyer David Soares da Silva,"Over this year we got in touch with David Soares da Silva and Clarissa Jucá Gallo, two big supporters of our team."
360,UNSW Australia,Undergrad,2018,Gold,Nominated for Best Software Tool,http://2018.igem.org/Team:UNSW_Australia,Education and Public Engagement,Relevance,"The field of synthetic biology encompasses a range of interconnected disciplines beyond molecular science and chemical engineering, which was verified at our symposium. They gave a basic overview of our scaffold’s use and the underlying science, but then focused on the ethical, legal and commercial implications of our system."
361,UNSW Australia,Undergrad,2018,Gold,Nominated for Best Software Tool,http://2018.igem.org/Team:UNSW_Australia,Education and Public Engagement,Carl Stubbings,"Carl Stubbings specialises is the commercialisation of diagnostic products, both locally and globally. He’s also been the VP of Sales and Marketing for Focus Diagnostics, which involved Carl leading the commercialisation of the first molecular H1N1 test."
362,UNSW Australia,Undergrad,2018,Gold,Nominated for Best Software Tool,http://2018.igem.org/Team:UNSW_Australia,Education and Public Engagement,Dominic Glover,"Dr. Dominic Glover is a protein engineer and synthetic biologist. In 2017, he joined the School of Biotechnology and Biomolecular Sciences at the University of New South Wales as a Senior Lecturer in synthetic biology."
363,UNSW Australia,Undergrad,2018,Gold,Nominated for Best Software Tool,http://2018.igem.org/Team:UNSW_Australia,Education and Public Engagement,Outcomes and Analysis,"Presenting to the Arts and Social Sciences class was an opportunity to expose the students to synthetic biology, whilst giving us the chance to answer questions from a ‘human practices’ perspective. The presentation was a great way for us to experiment with how people from a non-science background would respond to our project."
364,UNSW Australia,Undergrad,2018,Gold,Nominated for Best Software Tool,http://2018.igem.org/Team:UNSW_Australia,Education and Public Engagement,Commercialisation,"Carl Stubbings, one of the panellists, also ensured that the commercial reality of science was presented in conjunction with the ‘scientist’s view’. As a result, our team realised how important it is for scientists and engineers to go out into the community and not just look for ethical issues, but ask if people think the technology is valuable."
365,UNSW Australia,Undergrad,2018,Gold,Nominated for Best Software Tool,http://2018.igem.org/Team:UNSW_Australia,Education and Public Engagement,On the day,"UNSW iGEM created and ran a ‘University Biology’ taster workshop for a group of students from a Sydney girls’ school (Roseville College). The team ended the day with a discussion of genetic engineering, particularly with regards to the use of genetic switches, by providing the students with Pichia Pastoris plates to observe."
366,UNSW Australia,Undergrad,2018,Gold,Nominated for Best Software Tool,http://2018.igem.org/Team:UNSW_Australia,Education and Public Engagement,Outcomes,"The session was a generally positive experience, with the teacher giving us praise for our efforts and enthusiasm."
367,UNSW Australia,Undergrad,2018,Gold,Nominated for Best Software Tool,http://2018.igem.org/Team:UNSW_Australia,Education and Public Engagement,Anonymous:,"“While I can see that the educational package is great, it seems like it would only be possible to perform the experiments in well-funded schools."
368,UNSW Australia,Undergrad,2018,Gold,Nominated for Best Software Tool,http://2018.igem.org/Team:UNSW_Australia,Education and Public Engagement,Article,"After developing an understanding of the importance of providing greater access to information regarding synthetic biology technologies, iGEM UNSW decided to compose an article for the non-profit society, Synthetic Biology Australia (SBA). Please read the article by clicking on the picture below:The SBA society was established in 2014 to support the growing synthetic biology research field in Australia, New Zealand and the broader Australasian region."
369,Uppsala,Overgrad,2018,Gold,,http://2018.igem.org/Team:Uppsala,Integrated Human Practices,Current Methods for Detection,"To be able to count either small or large strongyles, the current methods require growing their eggs from samples and counting them. Other methods for detection, such as using an ELISA test or a PCR based method are expensive and require a high level of expertise [11, 12, 16]. In conclusion, the current need is a simple detection method which could be applied to grass samples to be able to check if a pasture is secure for horses to graze on."
370,Uppsala,Overgrad,2018,Gold,,http://2018.igem.org/Team:Uppsala,Integrated Human Practices,Resistance Development,"Unfortunately, the extensive overuse of deworming drugs has now lead to the detection of worms that are resistant to the most commonly used drugs [1,4]. Since no new deworming drugs have been approved for use in horses the whole equine industry relies on macrocyclic lactones, currently the most common type of deworming drugs used."
371,Uppsala,Overgrad,2018,Gold,,http://2018.igem.org/Team:Uppsala,Integrated Human Practices,Requirements,The small strongyle buster can therefore work as a diagnostic tool and give horse owners the possibility to use individualized dosage of treatment depending on the level of small strongyle infection.
372,Uppsala,Overgrad,2018,Gold,,http://2018.igem.org/Team:Uppsala,Integrated Human Practices, 2. Transcriptomics + Phage Display,"As not a lot is known about our worms of interest, we needed an approach that would allow us to detect the worm without knowing its specific markers."
373,Uppsala,Overgrad,2018,Gold,,http://2018.igem.org/Team:Uppsala,Integrated Human Practices,Optimization of the Time Between Treatments,To make sure that the unnecessary use of anthelmintics is minimized we have created a model that compares regular and optimized usage of anthelmintics.
374,Uppsala,Overgrad,2018,Gold,,http://2018.igem.org/Team:Uppsala,Integrated Human Practices,Survey Analysis,"When we had chosen to create a Worm Buster, we wanted to see if there was a market for this kind of product."
375,Uppsala,Overgrad,2018,Gold,,http://2018.igem.org/Team:Uppsala,Integrated Human Practices,Raising Awareness,We have attacked the problem at several angles to raise awareness for our project. We have performed a market analysis of the problem and sent out questionnaires to better judge the severity of the problem.
376,Uppsala,Overgrad,2018,Gold,,http://2018.igem.org/Team:Uppsala,Integrated Human Practices, Vidilab ,Vidilab (a veterinary diagnostics company) was consulted at multiple points in our project. Instead we decided only to focus on providing farmers with better information about their horses’ wellbeing. During our second visit to Vidilab they also informed us about the difficulties with detecting large strongyles since all current techniques are based on egg counting in grass samples.
377,Uppsala,Overgrad,2018,Gold,,http://2018.igem.org/Team:Uppsala,Integrated Human Practices, Multinational Market Research ,"Before we could start with our project we first needed to look into whether there was a market for our diagnostic tool and whether we could shape the potential product to an existing niche. We were interested in the actual state of urgency of the disease along with potential concerns for the future, though as can be seen from the above mentioned communication we had been receiving some conflicting information. Our predictive model simulating the extent of strongyle infection depending on the amount of anthelmintic treatments suggests that the current situation can indeed be optimized."
378,Uppsala,Overgrad,2018,Gold,,http://2018.igem.org/Team:Uppsala,Integrated Human Practices," GMO, Welcomed by the Public ","By authoring and distributing a survey to horse owners we could see that the majority of respondents in Sweden had positive attitudes (83.2 %, 368 respondents) towards a GMO-type of diagnosis method."
379,Uppsala,Overgrad,2018,Gold,,http://2018.igem.org/Team:Uppsala,Education and Public Engagement, Hacking Life ,"The second session was called “Hacking Life”, where we organized a panel discussion that introduced the topic of synthetic biology as well as different ethical aspects and future applications. The panel was represented by Hannes Sjöblad (Swedish ambassador for Singularity University (NASA) with a background of biohacking), Per Sandin (associate professor in philosophy, and a senior lecturer in bioethics and environmental ethics at Swedish University of Agricultural Sciences) and Jens Sundström (is a member of the swedish genetics committee and a senior lecturer at the institution for plant biology at Swedish University of Agricultural Sciences)."
380,Uppsala,Overgrad,2018,Gold,,http://2018.igem.org/Team:Uppsala,Education and Public Engagement, Taking every chance to spread the word - BEST lecture ,"BEST (Board of European Students of Technology), an introductory summer course in synthetic biology held in the same lab-corridor. It was a pleasure to present and discuss our project with a group of students already in the mindset of biotechnology."
381,Uppsala,Overgrad,2018,Gold,,http://2018.igem.org/Team:Uppsala,Education and Public Engagement, Ridsport - reaching out to horse community ,Ridsport is the biggest magazine about equestrianism and horse breeding in Sweden.
382,Uppsala,Overgrad,2018,Gold,,http://2018.igem.org/Team:Uppsala,Education and Public Engagement, UNT - engaging the general public ,In the middle of summer they visited us for an interview followed up with article.
383,Uppsala,Overgrad,2018,Gold,,http://2018.igem.org/Team:Uppsala,Education and Public Engagement, Techna - spreading inspiration among fellow students ,"Techna - Uppsala Union of Engineering and Science Students own newspaper, featured a series of articles following the teams journey."
384,Uppsala,Overgrad,2018,Gold,,http://2018.igem.org/Team:Uppsala,Education and Public Engagement,Survey,"In the Uppsala IGEM team 2018’s booklet we focused on the topic burning out. In this group we found: former members, members of this year's project and members from other iGEM teams around the world, which provided a broad idea of how their experiences were and how they feel regarding the stress related to the project."
385,Valencia UPV,Undergrad,2018,Gold,Nominated for Best Part Collection,http://2018.igem.org/Team:Valencia_UPV,Integrated Human Practices, Feedback receiving: the key to the success,"When creating a new scientific device, the existence of political, economic and social frameworks leads into the necessity of an in-depth analysis of how your creation would affect the world and how the world affects it. To do so, we decided to employ a tip given by Israel (researcher at UPV) the MIT market segmentation table ."
386,Valencia UPV,Undergrad,2018,Gold,Nominated for Best Part Collection,http://2018.igem.org/Team:Valencia_UPV,Integrated Human Practices,Kano Model,"Kano model is a methodology, which supports the development of products taking into account the needs of the customer."
387,Valencia UPV,Undergrad,2018,Gold,Nominated for Best Part Collection,http://2018.igem.org/Team:Valencia_UPV,Integrated Human Practices,Expert feedback,A very good way to enrich the project through feedback is to do so by consulting experts in the field of study as has been done previously in iGEM.
388,Valencia UPV,Undergrad,2018,Gold,Nominated for Best Part Collection,http://2018.igem.org/Team:Valencia_UPV,Integrated Human Practices,María Peñil & Mehmet Berkmen,As you can see above María Peñil and Mehmet Berkmen are coworkers in NEB Biolabs Boston.
389,Valencia UPV,Undergrad,2018,Gold,Nominated for Best Part Collection,http://2018.igem.org/Team:Valencia_UPV,Integrated Human Practices,Francis Mojica,"Dr. Francisco Juan Martínez Mojica is a microbiologist, researcher and professor at the University of Alicante. In Spain, he is one of the most reputable researchers and as such, his opinion and advice are worth their price in gold."
390,Valencia UPV,Undergrad,2018,Gold,Nominated for Best Part Collection,http://2018.igem.org/Team:Valencia_UPV,Integrated Human Practices, Feedback receiving: the key to the success,"When creating a new scientific device, the existence of political, economic and social frameworks leads into the necessity of an in-depth analysis of how your creation would affect the world and how the world affects it. To do so, we decided to employ a tip given by Israel (researcher at UPV) the MIT market segmentation table ."
391,Valencia UPV,Undergrad,2018,Gold,Nominated for Best Part Collection,http://2018.igem.org/Team:Valencia_UPV,Integrated Human Practices,Kano Model,"Kano model is a methodology, which supports the development of products taking into account the needs of the customer."
392,Valencia UPV,Undergrad,2018,Gold,Nominated for Best Part Collection,http://2018.igem.org/Team:Valencia_UPV,Integrated Human Practices,Expert feedback,A very good way to enrich the project through feedback is to do so by consulting experts in the field of study as has been done previously in iGEM.
393,Valencia UPV,Undergrad,2018,Gold,Nominated for Best Part Collection,http://2018.igem.org/Team:Valencia_UPV,Integrated Human Practices,María Peñil & Mehmet Berkmen,As you can see above María Peñil and Mehmet Berkmen are coworkers in NEB Biolabs Boston.
394,Valencia UPV,Undergrad,2018,Gold,Nominated for Best Part Collection,http://2018.igem.org/Team:Valencia_UPV,Integrated Human Practices,Francis Mojica,"Dr. Francisco Juan Martínez Mojica is a microbiologist, researcher and professor at the University of Alicante. In Spain, he is one of the most reputable researchers and as such, his opinion and advice are worth their price in gold."
395,Valencia UPV,Undergrad,2018,Gold,Nominated for Best Part Collection,http://2018.igem.org/Team:Valencia_UPV,Education and Public Engagement,Printeria: SynBio has never been easier,"Under the core values of affordability and reproducibility, Printeria is a compact device with which SynBio can be approached to the public in an innovative, friendly and reduced-cost way."
396,Valencia UPV,Undergrad,2018,Gold,Nominated for Best Part Collection,http://2018.igem.org/Team:Valencia_UPV,Education and Public Engagement,Bioartist for one day,"It is possible to achieve this challenge in a subjective and eye-appealing way? While developing Printeria, we realized we had there the perfect way to approach SynBio to the non-researcher world. Thus, we organized the workshop ‘Bioartist for one day’, in which we demostrated that Printeria living products could be used to create authentic artworks."
397,Valencia UPV,Undergrad,2018,Gold,Nominated for Best Part Collection,http://2018.igem.org/Team:Valencia_UPV,Education and Public Engagement,Future generations,"High school students are eager to know more about the world they live in. As there is a lack of hand-on STEM curricula, basic concepts such as gene, DNA and bacteria are only explained theoretically."
398,Valencia UPV,Undergrad,2018,Gold,Nominated for Best Part Collection,http://2018.igem.org/Team:Valencia_UPV,Education and Public Engagement,Communicating to divulgue,"First, we gave some talks to high school students, in which we talked about:"
399,Valencia UPV,Undergrad,2018,Gold,Nominated for Best Part Collection,http://2018.igem.org/Team:Valencia_UPV,Education and Public Engagement,Printeria: educational approach,"Taking into account that, generally, people doesn't even know what SynBio, we realized it was necessary to ensure students could use Printeria in a friendly but at the same time technically correct way."
400,WHU-China,Undergrad,2018,Gold,,http://2018.igem.org/Team:WHU-China,Integrated Human Practices,4.2 Questionnaire and interview,"In order to know people’s understanding of the eutrophication pollution of the East Lake to make our project more realistic, we did some survey activities."
401,WHU-China,Undergrad,2018,Gold,,http://2018.igem.org/Team:WHU-China,Integrated Human Practices,4.3 Synthetic biology enters the community,"In order to spread the idea of synthetic biology, we contacted with the local community and organized “WHU-iGEM come to the community, synthetic biology science activities”. Not only do we promoted synthetic biology, but also brought some science knowledge and technology to the residents, which enhanced the scientific awareness of them."
402,WHU-China,Undergrad,2018,Gold,,http://2018.igem.org/Team:WHU-China,Integrated Human Practices,4.4 Summer camp of High school ,"Several high schools visited our collage of Life Science for a summer camp. Due to their strong demands, we also introduced our project to them and we actively discussed about it."
403,WHU-China,Undergrad,2018,Gold,,http://2018.igem.org/Team:WHU-China,Integrated Human Practices,8. Visit Bluepha!,"Bluepha is the first synthetic biology company in China and they have done a fascinating job in industrialization of synthetic biology. Moreover, it was very crucial that he advised us to try the CCAS/R optical switches, which we finally used and worked well in our project."
404,WHU-China,Undergrad,2018,Gold,,http://2018.igem.org/Team:WHU-China,Integrated Human Practices,10.Communication with Team worldshaper-wuhan,"On July 31, 2018, the high school team worldshaper-wuhan came to visit us."
405,WHU-China,Undergrad,2018,Gold,,http://2018.igem.org/Team:WHU-China,Education and Public Engagement,1.2 Questionnaire and interview,"In order to know people’s understanding of the eutrophication pollution of the East Lake to make our project more realistic, we did some survey activities."
406,WHU-China,Undergrad,2018,Gold,,http://2018.igem.org/Team:WHU-China,Education and Public Engagement,1.3 community lecture ,"In order to introduce pollution situation of the East Lake water quality to community and spread the idea of synthetic biology, we contacted with the local community and organized “WHU-iGEM come to the community, synthetic biology science activities”. We introduced GMO, synthetic biology, and the pollution situation of the East Lake water quality to community."
