School,Section,Year,Wiki hyperlink,Award,Outreach Category,Outreach Project,Project Tag,Audience,Goal,Description
OUC-China,Undergraduate,2016,http://2016.igem.org/Team:OUC-China,,Education and Public Engagement,Spreading Knowledge via Social Service,Teaching Activity,General Public,"Educate on iGEM Program, Educate on Synthetic Biology",Lectured public at the Qingdao Association for Science and Technology 
OUC-China,Undergraduate,2016,http://2016.igem.org/Team:OUC-China,,Education and Public Engagement,Popularizing to the Public,"Teaching Activity, Educational Material",General Public,Educate on Synthetic Biology,"Set up an Wechat official account to introduce synthetic biology to social media users in China, created an educational video and handed out brochures "
OUC-China,Undergraduate,2016,http://2016.igem.org/Team:OUC-China,,Education and Public Engagement,Spreading Around Us,"Teaching Activity, Educational Material, Open Lab","Primary School Students, Secondary School Students, University Students","Educate on iGEM Program, Educate on Synthetic Biology, Science Education","Hosted a lecture describing iGEM and synthetic biology to university students, continued introducing iGEM to middle school students and held a scientific summer camp"
Oxford,Undergraduate,2016,http://2016.igem.org/Team:Oxford,Nominated for Best Education and Public Engagement,Education and Public Engagement,"Wilson's Disease Support Group AGM, Cambridge","Community Event, Project Presentation",Specialized Audience,"Educate on Synthetic Biology, Present iGEM Project, Activism for iGEM Project",Gained information for project by attending a support group for Wilson's Disease 
Oxford,Undergraduate,2016,http://2016.igem.org/Team:Oxford,Nominated for Best Education and Public Engagement,Education and Public Engagement,Oxford Alumni Weekend,"Community Event, Teaching Activity","General Public, Specialized Audience","Educate on Synthetic Biology, Present iGEM Project",Gave presentation on iGEM project and synthetic biology to school's Alumni
Oxford,Undergraduate,2016,http://2016.igem.org/Team:Oxford,,Integrated Human Practices,Consult with an Evolution Professor,Consult Experts,Professors,Gain Information for iGEM Project,Met with an evolutionary biology professor to discuss the concept behind their project 
Oxford,Undergraduate,2016,http://2016.igem.org/Team:Oxford,,Integrated Human Practices,Public and Legal Outreach,Consult Experts,Specialized Audience,Gain Information for iGEM Project,Met with a Health Law and Policy professor  to discuss current policy in synthetic biology
Oxford,Undergraduate,2015,http://2015.igem.org/Team:Oxford,,Integrated Human Practices,Consult Nurses,Consult Experts,Specialized Audience,Gain Information for iGEM Project,"Interviewed nurses about antibiotic resistance, UTI treatment, and the pros and cons of CAUTI"
Oxford,Undergraduate,2015,http://2015.igem.org/Team:Oxford,,Integrated Human Practices,Discussion with Doctors and Patients,Consult Experts,Specialized Audience,Gain Information for iGEM Project,Discussed catheters with doctors and patients at a nearby hospital
Oxford,Undergraduate,2016,http://2016.igem.org/Team:Oxford,Nominated for Best Education and Public Engagement,Education and Public Engagement,Bang! Science Magazine,Educational Material,General Public,"Educate on Synthetic Biology, Present iGEM Project",Wrote an article highlighting iGEM project for a student scientific publication 
Oxford,Undergraduate,2015,http://2015.igem.org/Team:Oxford,,Education and Public Engagement,BBC Radio Oxford,Educational Material,General Public,"Science Education, Educate on Synthetic Biology",Conducted an interview with BBC radio about antibiotic resistance
Oxford,Undergraduate,2015,http://2015.igem.org/Team:Oxford,,Education and Public Engagement,Bang! Magazine,Educational Material,University Students,Educate on iGEM Program,Discussed their iGEM project and published their interview with the school's magazine.
Oxford,Undergraduate,2016,http://2016.igem.org/Team:Oxford,Nominated for Best Education and Public Engagement,Education and Public Engagement,Biochemistry Department Support Group,Fundraiser,General Public,Activism for iGEM Project,Set up a cake sale to promote IGEM and synthetic biology 
Oxford,Undergraduate,2016,http://2016.igem.org/Team:Oxford,,Integrated Human Practices,Patient Feedback,Consult Experts,Specialized Audience,Gain Information for iGEM Project,Discussed current treatment options  and their limitations with Wilson's Disease patients to inform project design
Oxford,Undergraduate,2015,http://2015.igem.org/Team:Oxford,,Education and Public Engagement,UTC Oxfordshire,Project Presentation,University Students,Science Education,"Gave a talk to a local university about their project, synthetic biology and antimicrobial resistance"
Oxford,Undergraduate,2016,http://2016.igem.org/Team:Oxford,Nominated for Best Education and Public Engagement,Education and Public Engagement,JackFM,Project Presentation,General Public,"Educate on Synthetic Biology, Present iGEM Project",Participated in a radio interview to help educate members of the public about rare diseases 
Oxford,Undergraduate,2015,http://2015.igem.org/Team:Oxford,,Integrated Human Practices,Initial Questionnaire,Survey,General Public,Learn Public Opinion,Surveyed the general public about synthetic biology
Oxford,Undergraduate,2016,http://2016.igem.org/Team:Oxford,,Integrated Human Practices,Project Survey,Survey,General Public,Gain Information for iGEM Project,Surveyed public on issues that they would like addressed by team's iGEM project 
Oxford,Undergraduate,2016,http://2016.igem.org/Team:Oxford,Nominated for Best Education and Public Engagement,Education and Public Engagement,Oxford Survey,Survey,General Public,"Educate on Synthetic Biology, Learn Public Opinion, Gain Information for iGEM Project","Conducted a survey on iGEM, synthetic biology, and the diseases associated with their project"
Oxford,Undergraduate,2016,http://2016.igem.org/Team:Oxford,,Integrated Human Practices,Ethics Survey,Survey,General Public,"Gain Information for iGEM Project, Discuss Ethics and Safety",Surveyed the general public to determine potential ethical issues with iGEM project
Oxford,Undergraduate,2016,http://2016.igem.org/Team:Oxford,,Integrated Human Practices,Wilson's Disease Survey,Survey,General Public,Gain Information for iGEM Project,Surveyed the public on the preferred method of delivery of probiotics to determine iGEM project design
Oxford,Undergraduate,2015,http://2015.igem.org/Team:Oxford,,Integrated Human Practices,Return Survey,Survey,General Public,Learn Public Opinion,"Conducted a follow-up public survey on the public's trust in synthetic biology, especially in the medical field"
Oxford,Undergraduate,2016,http://2016.igem.org/Team:Oxford,Nominated for Best Education and Public Engagement,Education and Public Engagement,Oxford iGEM visits Cyprus,Teaching Activity,"Secondary School Students, General Public, University Students, Teachers","Educate on Synthetic Biology, Promote Awareness of Synthetic Biology, Educate on iGEM Program",Visited a local high school and presented on synthetic biology and their project
Oxford,Undergraduate,2015,http://2015.igem.org/Team:Oxford,,Education and Public Engagement,Conversation with Academics,Teaching Activity,University Students,Science Education,Held a speaker series on biofilms at their university
Oxford,Undergraduate,2015,http://2015.igem.org/Team:Oxford,,Education and Public Engagement,Public Talks on Synthetic Biology,Teaching Activity,"Scientific Community, University Students",Science Education,Held two public talks to discuss antibiotic resistance and their iGEM project
Oxford,Undergraduate,2015,http://2015.igem.org/Team:Oxford,,Education and Public Engagement,UNIQ Workshop,Teaching Activity,University Students,Educate on iGEM Program,Educated 40 prospective Oxford students about synthetic biology and BioBricks through their workshop
Oxford,Undergraduate,2016,http://2016.igem.org/Team:Oxford,Nominated for Best Education and Public Engagement,Education and Public Engagement,Oxford Summer School,"Teaching Activity, Project Presentation",Secondary School Students,"Educate on Synthetic Biology, Present iGEM Project",Presented project and ran a synthetic biology workshop with high school students
Oxford,Undergraduate,2016,http://2016.igem.org/Team:Oxford,Nominated for Best Education and Public Engagement,Education and Public Engagement,Poster Presentation and London International Youth Science Forum,"Teaching Activity, Project Presentation","Scientific Community, General Public","Educate on Synthetic Biology, Promote Awareness of Synthetic Biology, Present iGEM Project",Presented iGEM project and answered question about Wilson's Disease at the London International Youth Science Forum
Oxford,Undergraduate,2016,http://2016.igem.org/Team:Oxford,Nominated for Best Education and Public Engagement,Education and Public Engagement,Natural History Museum Summer School,"Teaching Activity, Project Presentation, Open Lab",Secondary School Students,"Educate on Synthetic Biology, Present iGEM Project",Hosted an educational event for secondary students doing summer research project to educate them about research
Paris Bettencourt,Overgraduate,2015,http://2015.igem.org/Team:Paris_Bettencourt,Nominated for Best Integrated Human Practices,Integrated Human Practices,Consult Authorities and Experts,Consult Experts,Specialized Audience,Gain Information for iGEM Project,"Discussed with lawmakers and food safety experts topics surrounding their iGEM project, such as safety concerns and model organisms"
Paris Bettencourt,Overgraduate,2015,http://2015.igem.org/Team:Paris_Bettencourt,Nominated for Best Integrated Human Practices,Integrated Human Practices,Rhizi Database,Educational Material,iGEM Teams,Educate on iGEM Program,Worked with the center of Interdisciplinary Researchers to create a database software that easily allows for the sharing of ideas and details of projects between iGEM teams
Paris Bettencourt,Overgraduate,2015,http://2015.igem.org/Team:Paris_Bettencourt,,Education and Public Engagement,DI-Lambda (Open Source Spectrometer),Educational Material,Scientific Community,Science Education,"Designed an accessible and accurate spectrometer based on past designs, and research ways to mass-produce their design to be available for cheap public use"
Paris Bettencourt,Overgraduate,2016,http://2016.igem.org/Team:Paris_Bettencourt,,Education and Public Engagement,European Experience,Project Presentation,iGEM Teams,Present iGEM Project,Participated and presented at iGEM meetup
