Schools,Section,Years,Wiki hyperlinks,Award,Outreach Category,Event Names,Project Tags,Audiences,Goals,Descriptions
WHU-China,Undergraduate,2018,http://2018.igem.org/Team:WHU-China,,Education and Public Engagement,1.2 Questionnaire and interview,Survey,General Public,Learn Public Opinion,"In order to know people’s understanding of the eutrophication pollution of the East Lake to make our project more realistic, we did some survey activities."
WHU-China,Undergraduate,2018,http://2018.igem.org/Team:WHU-China,,Education and Public Engagement,1.3 community lecture ,"Teaching Activity, Community Event",General Public,Education on Synthetic Biology,"In order to introduce pollution situation of the East Lake water quality to community and spread the idea of synthetic biology, we contacted with the local community and organized “WHU-iGEM come to the community, synthetic biology science activities”. We introduced GMO, synthetic biology, and the pollution situation of the East Lake water quality to community."
XJTU-China,Undergraduate,2018,http://2018.igem.org/Team:XJTU-China,,Integrated Human Practices,"Prof.Jiankang Liu, Prof.Jiangang Long",Consult Experts,Specialized Audience,Gain Information for iGEM Project,Center for Mitochondria Biology and Medicine in Xi’an Jiaotong University Prof. We had an interview with them to obtain their professional opinions on nutrition-disorder related diseases and our D-psicose.
XJTU-China,Undergraduate,2018,http://2018.igem.org/Team:XJTU-China,,Integrated Human Practices,Dr. Hui Guo,Consult Experts,Specialized Audience,Gain Information for iGEM Project,"Director of endocrinology department in First Affiliated Hospital of Xi'an Jiaotong University We had a deep interview with Dr Guo, who is a doctor for diabetes treatment, to learn about the possibility of D-psicose as a drug for the treatment of diabetes."
XJTU-China,Undergraduate,2018,http://2018.igem.org/Team:XJTU-China,,Integrated Human Practices,Prof. Yali Zhang & Dr.Ganqiao Ran,Consult Experts,"Scientific Community, Professors, University Students",Gain Information for iGEM Project,"Professor major in food and medicine, Xi’an Jiaotong University, an associate professor in Shaanxi Institute of Bio-Agriculture Prof."
XJTU-China,Undergraduate,2018,http://2018.igem.org/Team:XJTU-China,,Integrated Human Practices,Questionnaire about sweeteners,"Survey, Consult Experts",General Public,"Learn Public Opinion, Gain Information for iGEM Project","Online questionnaire was used to investigate the public's perception about sweeteners and predict the future market of our products, D-psicose."
XJTU-China,Undergraduate,2018,http://2018.igem.org/Team:XJTU-China,,Education and Public Engagement,Laboratory Open Day: Bacterial Painting,Teaching Activity,"General Public, Secondary School Students",Education on Synthetic Biology,For our project we launched a science camp on synthetic biology. One of the most interesting activities was Bacterial Painting.
XJTU-China,Undergraduate,2018,http://2018.igem.org/Team:XJTU-China,,Education and Public Engagement,Teaching in Mawu Primary School,Teaching Activity,Primary School Students,Education on Synthetic Biology,"To make children familiar with the field of synthetic biology, we volunteered to go to Mawu primary school for a simple tutorial. Bacteria model were drawn to let them understand that small bacteria cells are perfect micro factories for a variety of tasks."
XMU-China,Overgraduate,2018,http://2018.igem.org/Team:XMU-China,,Integrated Human Practices,After Fang's sketch completed,Consult Experts,"Specialized Audience, Scientific Community",Gain Information for iGEM Project,"In order to seek confirmation about the prospect of our project and Fang on cancer detection, we consulted this on Prof. Xue about the design of aptamer-based cell free detection system (ABCD System) and the design of microfluidic chip drives by centrifugal force."
XMU-China,Overgraduate,2018,http://2018.igem.org/Team:XMU-China,,Integrated Human Practices,After the first generation product of Fang completed,Consult Experts,Specialized Audience,Gain Information for iGEM Project,"In order to prove the feasibility of our project, we consulted the Chief Physician Weiwei Tang. But it's worth noting that today there is an authoritative method for disease-diagnose, that is pathological diagnosis."
XMU-China,Overgraduate,2018,http://2018.igem.org/Team:XMU-China,,Integrated Human Practices,After the first generation of software tool completed,Consult Experts,General Public,Gain Information for iGEM Project,"In order to improve our software part, we had an enjoyed talk with Mr. Wu about the communication mode between team's hardware and software, especially practicability of software design. As for APP part, he gave some professional advices and technical guidance, like how to accelerate our convolution neural network recognition speed with collected increasing number of images cases, and how to link block them up between chain technology public health service database to serve the public better."
XMU-China,Overgraduate,2018,http://2018.igem.org/Team:XMU-China,,Integrated Human Practices,After the final generation product of Fang,Consult Experts,Specialized Audience,Gain Information for iGEM Project,"As we imaged, we want to apply our hardware among grass-root medical center in the future. So we visited Health Service Center of Datong Street to learn about the development of tumor markers detection work in primary hospitals from President Zhan."
XMU-China,Overgraduate,2018,http://2018.igem.org/Team:XMU-China,,Integrated Human Practices,Before we design the Business Plan,Consult Experts,Vendors/Businesses,Gain Information for iGEM Project,"In order to learn about startup and operate a company in medical field, we visited Mr. Su. On top of that, he proposed that since our hardware product was based on the ""government + grassroots + personal"" operation mode, it was necessary to work hard in marketing, with clear targets and strategies."
ZJUT-China,Undergraduate,2018,http://2018.igem.org/Team:ZJUT-China,,Integrated Human Practices,Collecting water samples  in the field,Consult Experts,General Public,Gain Information for iGEM Project,"China Zhejiang Province, Hangzhou Jianggan District Yanqiao Town Shuudun Village Farm Understand the normal use of antibiotics in aquaculture, as well as the levels of resistant bacteria in the nearby environment and the types of resistance genes they contain."
ZJUT-China,Undergraduate,2018,http://2018.igem.org/Team:ZJUT-China,,Integrated Human Practices,Interview Director Fang ,Consult Experts,General Public,Gain Information for iGEM Project,"Director of pharmacy department of Zhejiang Provincial People's HospitalProvincial People's Hospital, Xiacheng district, Hangzhou, Zhejiang province, ChinaConsultation antibiotic usage in hospitalsDiscussion the seriousness of the problem of bacterial resistanceLearn about the limitation of resistance gene contamination treatmentThe significance and purpose of the project are obtainedThere are no radical solutions to bacterial resistance and resistance gene contamination, from which we can draw the specific background and significance of our project"
ZJUT-China,Undergraduate,2018,http://2018.igem.org/Team:ZJUT-China,,Integrated Human Practices,Public questionnaire survey     ,Consult Experts,"Vendors/Businesses, Scientific Community",Gain Information for iGEM Project,"internet、downtown of HangZhouUnderstanding the public's perception of bacterial resistanceDetermine the location of post-field research: hospital, pharmaceutical companies, animal husbandry. All the interviewers support our project and agree that our project has much valuable ."
ZJUT-China,Undergraduate,2018,http://2018.igem.org/Team:ZJUT-China,,Integrated Human Practices,Interview industry expert ,Consult Experts,Specialized Audience,Gain Information for iGEM Project,"Director of Microbial Technology Platform & Macromolecular LaboratoryHuaDong Medicine Company Limited. The problem that may be faced when put into use, which affects the direction of the dry and wet groupsImprovement of wet group light control device makes it more sensitiveImprovement of dry group light control device model, making it lower cost"
ZJUT-China,Undergraduate,2018,http://2018.igem.org/Team:ZJUT-China,,Education and Public Engagement,Government,Consult Experts,Specialized Audience,Gain Information for iGEM Project,"We visited the environmental protection department of Zhejiang province. We introduced our project to the stakeholders, they supported our project very much, thought of our project is beneficial to human development, to solve the problems facing the world, they put forward their views about the project for many times, to help us more professional, more practical way of looking at bacterial drug resistance."
ZJUT-China,Undergraduate,2018,http://2018.igem.org/Team:ZJUT-China,,Education and Public Engagement,Public,Survey,General Public,"Learn Public Opinion, Gain Information for iGEM Project","Through online and offline surveys, we engage people in our projects. Public participation makes us feel that our project is very meaningful, which gives us great encouragement."
ZJUT-China,Undergraduate,2018,http://2018.igem.org/Team:ZJUT-China,,Education and Public Engagement,Brochure  ,Educational Material,General Public,"Education on Synthetic Biology, Promote Awareness of Synthetic Biology","In order to promote the science of synthetic biology, promote biosafety and promote our team's projects, we decided to make a brochure on synthetic biology after discussion. To make the brochure more interesting, we wrote a coherent story of the project and produced four cartoons to vividly visualize super-resistant bacteria."
ZJUT-China,Undergraduate,2018,http://2018.igem.org/Team:ZJUT-China,,Education and Public Engagement,Open a public course,Teaching Activity,University Students,"Education on Synthetic Biology, Promote Awareness of Synthetic Biology","In order to meet the needs of more people, we applied to the school this year to open a public elective course on the basis of molecular genetic machine engineering design, which allows college students interested in synthetic biology to independently learn the knowledge related to synthetic biology, we have provided A platform that can learn the knowledge of synthetic biology, we are pleasantly surprised that the class was full, and in addition, we introduced the igem competition, these college students showed a very strong interest and enthusiasm."
ZJUT-China,Undergraduate,2018,http://2018.igem.org/Team:ZJUT-China,,Education and Public Engagement,Place：Science and Technology Museum Activity Summary,"Teaching Activity, Community Event","General Public, Primary School Students","Education on Synthetic Biology, Promote Awareness of Synthetic Biology","In order to promote the popularization of synthetic biology and arouse public interest in synthetic biology, we have jointly planned the 2018 Zhejiang Shengxi Science and Technology Festival with six schools including Zhejiang University and Zhejiang Science and Technology Association. Therefore, we will learn from the experience of this event and do better in the next HP promotion."
ZJUT-China,Undergraduate,2018,http://2018.igem.org/Team:ZJUT-China,,Education and Public Engagement,Young scholars in the field of synthetic biology,Conference/Panel Discussion,iGEM Teams,"Present iGEM Project, Gain Information for iGEM Project","This summer, the 5th Conference of China iGEMer Community(CCiC) was held at ShanghaiTech University."
ZJUT-China,Undergraduate,2018,http://2018.igem.org/Team:ZJUT-China,,Education and Public Engagement,University preaching to freshmen,Teaching Activity,General Public,"Education on Synthetic Biology, Promote Awareness of Synthetic Biology, Education on iGEM Program","In order to give 2018 freshmen a chance to learn more about synthetic biology and iGEM, we distributed brochures on synthetic biology and gave them a demonstration. After we delivered our speech, they had a more detailed understanding of iGEM and raised many questions for us."
Aachen,Overgraduate,2017,http://2017.igem.org/Team:Aachen,,Education and Public Engagement,,Consult Experts,Legislators,"Educate on the iGEM program, Policy Outreach, Activism for iGEM project","Interviewed 5 German politicians from 3 political parties about the implementation of iGEM projects like ""Salt Vault"" and integrating synbio into classrooms. 1. Create a list of legislators who could play a role in promoting iGEM, or some of the synthetic biology discoveries it promotes2. Reach out to these legislators requesting a meeting or interview3. Attend these meetings and cater the dialogue to the legislator. Individuals involved in education policy can better assist with bring synbio into the classroom, while individuals in environmental policy could help with the implementation of past/current projects4. Thank interviewees and follow up later with individuals who could become lasting collaborative partners. "
Willliam_and_Mary,Undergraduate,2017,http://2017.igem.org/Team:William_and_Mary,,Education and Public Engagement,,Community Event,"Scientific Community, General Public","Education on Synthetic Biology, Educate on the iGEM program, Discuss Ethics and Safety, Present iGEM Project","Presented synthetic biology and past William & Mary projects to members of a community lab.1. Met with members of the Capital Area BioSpace community lab, who had previously expressed an interest in having the team visit to present SynBio 2. Presented synthetic biology to a group of scientists from different backgrounds 3. Discussed past William & Mary iGEM projects 4. Led a discussion on ethics of synthetic biology and releasing GE mosquitoes (from Boston University iGEM 2016) 5. Conducted a short program evaluation and answered questions from the audience"
Aachen,Overgraduate,2017,http://2017.igem.org/Team:Aachen,,Education and Public Engagement,,Conference/Panel Discussion,"iGEM Teams, General Public","Education on Synthetic Biology, Promote Awareness of Synthetic Biology, Discuss Ethics and Safety, Present iGEM Project","An iGEM event hosted by Dusseldorf-Cologne discussing current SynBio progress with iGEM teams and the public. Simply attending this event requires less than hosting one. For attendance, teams should be prepared to discuss ethics and advances in SynBio, some good starting points can be found by reading successful iGEM teams wikis from the most recent years of competition. Teams who wish to present can bring a set up for a booth, a poster describing their current project so they can receive feedback from other iGEM teams and the public. "
Aachen,Overgraduate,2017,http://2017.igem.org/Team:Aachen,,Integrated Human Practices,,"Consult Experts, Fair Booth",Vendors/Businesses,"Gain Information for iGEM project, Networking",Attended Labvolution and Biotechnica which are the largest biotechnical fairs in Germany. It was a platform to meet with companies who support the team and get feedback early in the project development phase (May)Attending this event is the initial introduction to potential networking partners. 
Aachen,Overgraduate,2017,http://2017.igem.org/Team:Aachen,,Integrated Human Practices,,Fair Booth,"University Students, Scientific Community","Gain Information for iGEM project, Educate on the iGEM program",Attended Biotech Days close to the Aachen Home campus. Attending this program just requires creating a poster and developing a presentation about your current iGEM project. 
Aachen,Overgraduate,2017,http://2017.igem.org/Team:Aachen,,Integrated Human Practices,,Survey,Secondary School Students,Learn Public Opinions,A survey was created for students and interview partners. 1. Evaluate where your project fits in with the current public environment. 2. Create a list of potential survey participants3. Distribute survey
Aachen,Overgraduate,2017,http://2017.igem.org/Team:Aachen,,Integrated Human Practices,,Teaching Activity,Secondary School Students,"Education on Synthetic Biology, Educate on the iGEM program, Activism for iGEM project, Science Education (Non-SynBio Specific)","In addition to teaching students about synthetic biology they incorporated them into the fuller part of their project. This team found two schools where were willing to let them come into their classrooms. They had to design an outreach curriculum which could be done outside of the lab, and that would still be engaging for the students. "
Aachen,Overgraduate,2017,http://2017.igem.org/Team:Aachen,,Integrated Human Practices,,"Community Event, Conference/Panel Discussion","Secondary School Students, University Students",Education on Synthetic Biology,"A scientific competition for high school or university students not biology specific. 1. Bringing a presentation to this event helps spread the word, and bring students into information sessions about SynBio. 2. Encourage students to ask questions about synthetic biology. 3. present about the current iGEM project. "
AFCM-Egypt,Undergraduate,2017,http://2017.igem.org/Team:AFCM-Egypt,,Integrated Human Practices,,Consult Experts,"Scientific Community, Vendors/Businesses",Gain Information for iGEM project,The team met with individuals in the medical field and who worked for Sim Era and Vitabiotics to discuss the feasibility of the project. 1. Find professors and industry leaders who have expertise or interest in the current iGEM project. 2 schedule meetings or attend seminars hosted by these professionals. 3. Discuss the merits and potential pitfalls of the current years project. 
AFCM-Egypt,Undergraduate,2017,http://2017.igem.org/Team:AFCM-Egypt,,Integrated Human Practices,,iGEM Project Presentation (Presenting your iGEM project for feedback),Specialized Audiences,Present iGEM Project,Presented the iGEM project in front of the leaders of the Egyptian Armed Forces. 1. Reach out to and schedule a time to present the iGEM project before the Jamboree. 2. Bring all jamboree supplies and present to the selected audience leaving time for questions. 3. Make notes of the audiences questions and ways to improve the presentation before presenting at the jamboree. 
AFCM-Egypt,Undergraduate,2017,http://2017.igem.org/Team:AFCM-Egypt,,Integrated Human Practices,,Teaching Activity,University Students,Science Education (Non-SynBio Specific),"Cancer awareness campaign for non-medical students, done as a presentation at a non-medical school. 1. Arrange for a presentation day at a university that does not specialize in medical students. 2. use the awareness day to discuss a specific component of biological research (AFCM-Egypt chose cancer) 3. request feedback on how the presentation went and how it was received by the participating students."
AFCM-Egypt,Undergraduate,2017,http://2017.igem.org/Team:AFCM-Egypt,,Education and Public Engagement,,Teaching Activity,Secondary School Students,"Education on Synthetic Biology, Promote Awareness of Synthetic Biology, Science Education (Non-SynBio Specific)",Put on scientific activities for the youth and young adults of the International School. 1. Create engaging and enthusiastic activities to teach about a broad range of scientific topics. 2. arrange for a presentation time with a school. 3. present these activities and answer questions with the young and young adult participants. 
AFCM-Egypt,Undergraduate,2017,http://2017.igem.org/Team:AFCM-Egypt,,Education and Public Engagement,,"Community Event, Teaching Activity","Professors, Scientific Community, Specialized Audiences","Education on Synthetic Biology, Science Education (Non-SynBio Specific)","Created an integrative workshop introducing bioinformatics-based biomarker discovery and therapeutics. 1. Create a list of interesting topics for your target audience - faculty and clinicians. For this project the topics included a. bioinformatics and its application in medicine. b. Scientific publications integrating bioinformatics and clinical validation. c. Computer aided drug design and its applications. d. the future of bioinformatics in medicine. 2. Invite the target audience to participate in the scheduled and planned workshop. 3. Host the work shop, while answering the impromptu questions of the audience, promoting bioinformatics as an increasingly important component of modern medicine. "
BostonU_HW,Undergraduate,2017,http://2017.igem.org/Team:BostonU_HW,,Integrated Human Practices,,Consult Experts,Scientific Community,Gain Information for iGEM project,1. Met with the Biological Design Center at Boston University 2. Asked the BDC researchers what types of biological protocols are performed day-to-day in the lab 3. Identified eight common protocols performed by synthetic biologists:
AFCM-Egypt,Undergraduate,2017,http://2017.igem.org/Team:AFCM-Egypt,,Integrated Human Practices,,Survey,iGEM Teams,Education on Synthetic Biology,"Polled iGEM community regarding microfluidics knowledge, and made educational videos about microfluidics. 1. Polled iGEM teams across the world"
UNebraska-Lincoln,Undergraduate,2017,http://2017.igem.org/Team:UNebraska-Lincoln,,Integrated Human Practices,,"iGEM Project Presentation (Presenting your iGEM project for feedback), Consult Experts",Professors,Gain Information for iGEM project,"Met with professor from Nebraska's Institute of Agriculture and Natural Resources1. Met with Dr. Samodha Fernando, a leading expert in the role of the microbial food chain in methanogenesis 2. Integrated information from meeting into project "
BostonU_HW,Undergraduate,2017,http://2017.igem.org/Team:BostonU_HW,,Integrated Human Practices,,Consult Experts,Scientific Community,Gain Information for iGEM project,"Toured Phenomyx lab, received advice on construction of microfluidic chip. 1. Toured Phenomyx lab 2. Learned about industry experience from Salil Desai, founder and Chief Technology Officer of the lab 3. Discussed utilizing general metrics when grading a chip "
BostonU_HW,Undergraduate,2017,http://2017.igem.org/Team:BostonU_HW,,Integrated Human Practices,,Consult Experts,Scientific Community,Gain Information for iGEM project,Contacted Black Hole Lab about microfluidic chip manufacturing. 1. Contacted Black Hole lab 2. Asked them about the manufacturing processes and standards they used for quality control 3. Team was advised to build checklist around fabrication method
WashU_StLouis,Undergraduate,2017,http://2017.igem.org/Team:WashU_StLouis,,Education and Public Engagement,,"Presentation (General), Teaching Activity",Secondary School Students,Education on Synthetic Biology,The school hosted a pre-engineering institute for high school students to learn synthetic biology.1. Host workshop for high school students 2. Present on field of synthetic biology and central dogma 3. Lead students in lab sessions regarding expression of Beta-galactosidase in E. coli 4. Teach various wet lab techniques and answer questions regarding synthetic biology
WashU_StLouis,Undergraduate,2017,http://2017.igem.org/Team:WashU_StLouis,,Education and Public Engagement,,iGEM Project Presentation (Presenting your iGEM project for feedback),Secondary School Students,"Education on Synthetic Biology, Educate on the iGEM program, Policy Outreach, Recruit iGEM members",Encourage Monsanto's Chesterfield to start iGEM team.1. Go to high school campus 2. Talk about involvement in iGEM 3. Present on current iGEM project and other synthetic biology research 4. Talk about how to start an iGEM team and and explain how current team operates
Arizona_State,Overgraduate,2017,http://2017.igem.org/Team:Arizona_State,,Education and Public Engagement,,Survey,"Teachers, University Students, iGEM Teams, Vendors/Businesses",Learn Public Opinions,"ASU iGEM surveyed both students and businesses, asking them to rate iGEM-related skills on their value to biotechnology employers.1) Survey 65 students from ASU 101: Intro to Biomedical Engineering 2) Survey businesses for their expectations 3) compare results"
Virginia,Undergraduate,2017,http://2017.igem.org/Team:Virginia,,Education and Public Engagement,,"Community Event, Teaching Activity, Survey, Educational Material","Primary School Students, Teachers","Education on Synthetic Biology, Promote Awareness of Synthetic Biology","Used art as a medium for local fifth and sixth graders to share what they learned about Synthetic Biology from previous workshops.1) Coordinate with middle school art teacher for in-class demonstration 2) give a brief lesson in DNA composition to the students 3) create an edible DNA demonstration 4) explain art competition to students 5) create website with submission guidelines and email to receive submissions 6) judge and choose winners, who may receive a gift card or VGEM t-shirt (or both), or may have their work displayed on campus grounds. "
UNebraska-Lincoln,Overgraduate,2017,http://2017.igem.org/Team:UNebraska-Lincoln,,Integrated Human Practices,,"iGEM Project Presentation (Presenting your iGEM project for feedback), Consult Experts","Vendors/Businesses, Specialized Audiences","Gain Information for iGEM project, Learn Public Opinions, Present iGEM Project","Consulted Local Businesses regarding iGEM project1. Met with Li-cor Biosciences about the project 2. Met with a representative from Quantified Ag, a company for cattle health management 3. Met with a Jessie Herrmann, the Director of Legal & Regulatory Affairs, of Nebraska Cattlemen 4. Implemented knowledge gained from meetings into iGEM project"
Virginia,Undergraduate,2017,http://2017.igem.org/Team:Virginia,,Education and Public Engagement,,"Community Event, Teaching Activity","University Students, Professors, General Public",Present iGEM Project,"Virginia created and distributed stickers throughout UVA bathrooms in order to raise awareness of wastewater processing. 1) Visit Tim Castillo at Rivanna Wastewater Treatment to learn about the water treatment facility. 2) Research the history of wastewater processing, as well as modern day processes. 3) Compile information on a website that will be accessible via a QR code. 4) Print and distribute stickers."
INSA-UPS_France,Undergraduate,2017,http://2017.igem.org/Team:INSA-UPS_France,,Integrated Human Practices,,Consult Experts,Specialized Audiences,Gain Information for iGEM project,Met with the regional manager of Doctors without Boarders to ask questions about cholera epidemics. 1. Coordinate a meeting with the Doctors without Boarders community. 2. Come with a series of questions to help evaluate the needs of the target community and the constraints of the subject of cholera. 3. reflect on the comments made and adapt the project to fit the needs and constraints of the project. 
INSA-UPS_France,Undergraduate,2017,http://2017.igem.org/Team:INSA-UPS_France,,Integrated Human Practices,,Survey,General Public,Gain Information for iGEM project,"Sent a survey to both evaluate people's knowledge about cholera and arouse their curiosity about cholera. 1. Create a survey with targeted questions which are specific to the iGEM project and its future applications. 2. submit survey to participant groups. 3. Evaluate the responses looking for trends which can shape the project, and how the final product should be marketed. "
INSA-UPS_France,Undergraduate,2017,http://2017.igem.org/Team:INSA-UPS_France,,Integrated Human Practices,,Consult Experts,"Scientific Community, Specialized Audiences",Gain Information for iGEM project,Skype with DWB cholera_ specialist1. connect with Doctors without Boarders. 2. Find specialist who meet the needs of the current iGEM project and reach out to schedule a meeting. 3. Come to the meeting with targeted questions to help shape the project. 4. Take feedback from meeting and use it to shape the present project. 
INSA-UPS_France,Undergraduate,2017,http://2017.igem.org/Team:INSA-UPS_France,,Integrated Human Practices,,iGEM Project Presentation (Presenting your iGEM project for feedback),"iGEM Teams, Scientific Community, Specialized Audiences","Gain Information for iGEM project, Present iGEM Project",Presenting the iGEM project to the French iGEM community. 1. Attend the meet up designated for the teams region. 2. Use the presentation as an opportunity to self-evaluate the project. 3. Take the questions and critiques of judges to modify and improve the presentation. 
INSA-UPS_France,Undergraduate,2017,http://2017.igem.org/Team:INSA-UPS_France,,Integrated Human Practices,,Consult Experts,Specialized Audiences,Gain Information for iGEM project,Met with Alma Keitha from UNICEF who is working on cholera in Niger. 1. Coordinate a meeting with UNISEF workers. 2. Detail the current state of the project and previous interviews and how they have shaped the project. 3. Seek advice from new expert. 4. Integrate meaningful advice into the final stages of development for the project. 
INSA-UPS_France,Undergraduate,2017,http://2017.igem.org/Team:INSA-UPS_France,,Integrated Human Practices,,Survey,General Public,Gain Information for iGEM project,"Sent out a survey evaluating the general public's knowledge of Cholera. 1. Create a survey to evaluate the publics perception of the project target - in this case, Cholera - 2. Send survey to large groups. 3. evaluate the survey. "
Edinburgh_OG,Undergraduate,2017,http://2017.igem.org/Team:Edinburgh_OG,,Integrated Human Practices,,Consult Experts,"Scientific Community, Specialized Audiences",Gain Information for iGEM project,"Interviewed people who work with antibiotic resistance in order to find out how to best develop ""phageED.""1. Identify possible field applications of iGEM product.2. Identify professionals in these fields.3. Reach out to professionals for interviews.4. Record responses to questions on the wiki along with brief summaries of what was learned from each interview."
INSA-UPS_France,Undergraduate,2017,http://2017.igem.org/Team:INSA-UPS_France,,Education and Public Engagement,,Teaching Activity,Primary School Students,Science Education (Non-SynBio Specific),"Two workshops to teach about microorganisms and their environment and the growth of microorganisms on a petri dish. 1. Reach out to teachers. 2. The teachers question the students about biology and microorganisms, encouraging them to come up with their own questions and to draw representation of what they think microorganisms look like - this is a class warm up, the responses are sent to iGEM teams. 3. iGEMers and teachers come together to create a project that meets the students where they are, generating a workshop designed to answer frequently asked questions from the pupils. 4. Create an animation of an investigation session designed to answer the questions from the students. 5. Receive a second set of questions and illustrated reports from students to track growth and increased understanding. 6. Meet with teachers again. 7. teacher passes on iGEMers observations of the pupils to the pupils. 8 Teacher administers the same '""pre test"" from step 2 and returns results to iGEMers for analysis of growth. 9. Analysis of final evaluation, evacuation of the Petri and distribution of the diploma. "
INSA-UPS_France,Undergraduate,2017,http://2017.igem.org/Team:INSA-UPS_France,,Education and Public Engagement,,Teaching Activity,"Primary School Students, Secondary School Students, General Public",Science Education (Non-SynBio Specific),"Work with the game design team to create a card game that helped the general public develop a microorganism literacy and grow familiar with the basics of microorganism interactions (beyond just antibiotic resistance)This project required collaboration between a game maker team and the iGEM team. 1. The team researched existing games in the market and how they engage and teach through play. 2. research specifically on learning through play was done to insure the highest quality learning experience while still being fun. 3. The rules of the card game have to be drafted, keeping in mind the goal is to education about microorganisms. 4. Products (the cards) for the game can be drafted. 5. Trial runs of the game can be played to insure there aren't holes in the rules of play. 6. Production of a final game product can begin. "
Austin_UTexas,Undergraduate,2017,http://2017.igem.org/Team:Austin_UTexas/Team,,Integrated Human Practices,,Consult Experts,"Scientific Community, General Public","Gain Information for iGEM project, Education on Synthetic Biology, Learn Public Opinions, Discuss Ethics and Safety",Talked to professors about research concerning GABA and consulted hospitals for applications of project.Asked the following questions to professional:1. Draw possible drawbacks of our approach2. Potential applications of this project3. Products like this that is already in our community4. Project Potential5. How to Improve the Current Medical Marketplace6. Drug Delivery and Dosage
Edinburgh_OG,Overgraduate,2017,http://2017.igem.org/Team:Edinburgh_OG,,Education and Public Engagement,,Conference/Panel Discussion,,Gain Information for iGEM project,Attended a conference on antibiotic resistance hosted by Edinburgh Infectious Diseases.1. Find relevant conferences and attend
INSA-UPS_France,Undergraduate,2017,http://2017.igem.org/Team:INSA-UPS_France,,Education and Public Engagement,,"Community Event, Presentation (General)",General Public,"Education on Synthetic Biology, Activism for iGEM project, Science Education (Non-SynBio Specific)","A workshop/game targeted at adults to educate about GMOs1. arrange to attend the public event. 2. Design an easy hands on and quick educational flip card game keeping in theme with the event. 3. create supplemental activities like DNA extraction which take slightly more time but allow participants to get hands on experience with what we can do in modern labs. 4. attend the event, answer the questions posed by the public and represent synthetic biology in a positive light. "
Rice,Undergraduate,2017,http://2017.igem.org/Team:Rice,,Education and Public Engagement,,"Community Event, Presentation (General), iGEM Project Presentation (Presenting your iGEM project for feedback)","Secondary School Students, University Students","Education on Synthetic Biology, Promote Awareness of Synthetic Biology, Educate on the iGEM program, Present iGEM Project","Team presented their iGEM project to various audiences in the local area. 1. Presented for the participants of the BioNetworks NSF Research Experience for Undergraduates program. Gave an overview of synthetic biology, iGEM, and current iGEM project 2. Spoke with high school students from Science Academy of South Texas about synthetic biology and iGEM 3. Presented iGEM project at Rice Summer Research Programs Poster Symposium 4. Presented iGEM project at University of Texas Fall Undergraduate Research Symposium, leading to collaboration with other iGEM teams 5. Presented iGEM project at the Gulf Coast Undergraduate Research Symposium"
Cornell,Undergraduate,2017,http://2017.igem.org/Team:Cornell,,Integrated Human Practices,,Survey,"iGEM Teams, Scientific Community",Learn Public Opinions,"They surveyed people to see if the region where one lives influences their knowledge on and opinions about synthetic biology. Additionally, they surveyed to see if people's opinions differ between synthetic biology and genetic engineering (GMO's for example)Cornell iGEM visited the Ithaca Farmers Market as well as the Ithaca Commons during our annual Apple Harvest Festival to collect survey responses. We also visited the Great New York State Fair in Syracuse to gather responses from people across the state of New York. Stony Brook collected responses at their campus and online. Altogether, we had 92 survey participants. Our survey questions can be found here. We hope that other iGEM teams will follow our lead and conduct similar analysis in their communities."
INSA-UPS_France,Undergraduate,2017,http://2017.igem.org/Team:INSA-UPS_France,,Education and Public Engagement,,Conference/Panel Discussion,"Secondary School Students, Teachers, University Students, iGEM Teams, Scientific Community","Education on Synthetic Biology, Promote Awareness of Synthetic Biology, Educate on the iGEM program, Present iGEM Project, Networking, Science Education (Non-SynBio Specific)","Created a conference to bring students, scientists and teachers together to exchange about synthetic biology. 1. Arrange for a space for the conferences. 2. arrange for speakers to present on topics prominent in synthetic biology. 3. advertise to students, teachers and the scientific community to come take part in the discussion. 4. host the event and encourage an open dialogue between all attending parties. "
Edinburgh_OG,Overgraduate,2017,http://2017.igem.org/Team:Edinburgh_OG,,Integrated Human Practices,,"iGEM Project Presentation (Presenting your iGEM project for feedback), Survey","Scientific Community, Specialized Audiences","Gain Information for iGEM project, Learn Public Opinions",The Edinburgh team presented their project ideas to the Biology Society of Leiden University and gave the Society a survey on related topics before and after the presentation.1. Reach out to groups with similar interests to those of your iGEM team2. Prepare a presentation and a survey for before and after.3. Present and accept feedback.
Rice,Undergraduate,2017,http://2017.igem.org/Team:Rice,,Education and Public Engagement,,Social Media,"iGEM Teams, Scientific Community","Promote Awareness of Synthetic Biology, Networking","Humans of SynBio interviewed synthetic biologists from all over the world and posted a brief excerpt from the interview. 1. Based off the Humans of New York format, Humans of Syn bio interviewed various synthetic biologists across the world 2. Interviews and pictures of participants were posted on their website"
