,School,Section,Year,Outreach Category,Wiki Hyperlink,Project Tag,Audience,Goal,Objectives,Description
2063,SZU-China,Undergraduate,2017,Integrated Human Practices,http://2017.igem.org/Team:SZU-China,Consult Experts,Professors,Gain Information for iGEM project,"1. Sought advice from three professors of the College of Civil Engineering from Shenzhen University- Xianfeng Wang, Yaocheng Wang, and Ningxu Han 2. Asked questions related to progress in concrete crack fixing techniques ",Team consulted several experts on Civil Engineering for suggestions on how to implement their iGEM project in the real world.
2064,SJTU-BioX-Shanghai,Undergraduate,2017,Education and Public Engagement,http://2017.igem.org/Team:SJTU-BioX-Shanghai,Teaching Activity,Primary School Students,"Education on Synthetic Biology, Activism for iGEM project","1. Travel to a rural area where the education system is lacking.
2. Teach children about synthetic biology; utilize fun and interesting activities and allow them to brainstorm ideas on how they would use synthetic biology.","Through an educational activist group, the team traveled to the rural Eryuan county in western China, where education lags behind the eastern cities in China, and taught children the basics of synthetic biology."
2065,TU-Eindhoven,Undergraduate,2017,Integrated Human Practices,http://2017.igem.org/Team:TU-Eindhoven,Consult Experts,"Professors, Scientific Community, Specialized Audiences",Gain Information for iGEM project,"1. Identify professionals who would have useful knowledge related to your project.
2. Contact them for interviews.",The team spoke with several experts to get advice on their project.
2066,SZU-China,Undergraduate,2017,Integrated Human Practices,http://2017.igem.org/Team:SZU-China,"Survey, Consult Experts",General Public,"Gain Information for iGEM project, Education on Synthetic Biology, Promote Awareness of Synthetic Biology","1. Team traveled to traditional villages including Chendian Village, Chaonan District, Shantou, and Guangdong 2. Conducted surveys, questionnaires, and interviews to local residents 3. Presented their iGEM project to the residents and asked for their opinions",Team traveled to a traditional village asking for their feedback on the potential implementation of their iGEM project in their village.
2067,TU-Eindhoven,Undergraduate,2017,Integrated Human Practices,http://2017.igem.org/Team:TU-Eindhoven,"Presentation (General), iGEM Project Presentation (Presenting your iGEM project for feedback)","iGEM Teams, Scientific Community","Gain Information for iGEM project, Policy Outreach","1. Choose a biology conference.
2. Attend and present. 
3. Incorporate feedback into your project.",The team attended a biotech conference to share their project and discuss science policy.
2068,UESTC-China,Undergraduate,2017,Integrated Human Practices,http://2017.igem.org/Team:UESTC-China,Consult Experts,iGEM Teams,Gain Information for iGEM project,"1) Interview a graduate school professor. Ask if they are aware of the field of synthetic biology, then ask for suggestions for the iGEM project. 2) Invite a professor to give a small lecture on synthetic biology. Interview him/her afterward. Ask for guidance regarding obstacles to the iGEM project. 3) Interview a professor visiting from another university. Ask him to help troubleshoot detection issues in the iGEM project. 4) Conduct a video interview with a professor of soil engineering from a different university.",UESTC-iGEM interviewed environmental science and biotechnology experts around the world for advice on their project.
2069,Valenica_UPV,Undergraduate,2017,Integrated Human Practices,http://2017.igem.org/Team:Valencia_UPV,"Consult Experts, Consult Representatives",General Public,Gain Information for iGEM project,"1. Contact nearby greenhouses 
2. Visit them and try to gain helpful knowledge for your project by asking questions","They investigated the specific greenhouses which include the La Uni de Perell greenhouse, Iberflora exhibition, and _geles Calatayud."
2070,SZU-China,Undergraduate,2017,Education and Public Engagement,http://2017.igem.org/Team:SZU-China,"Presentation (General), Teaching Activity",Secondary School Students,"Education on Synthetic Biology, Promote Awareness of Synthetic Biology, Educate on the iGEM program, Present iGEM Project, Recruit iGEM members",1. Team gave a presentation and gave advice to high school iGEMers at the China Regional High School Meeting,Team gave a presentation and offered advice to high school iGEMers.
2071,TU-Eindhoven,Undergraduate,2017,Education and Public Engagement,http://2017.igem.org/Team:TU-Eindhoven,"Community Event, Presentation (General)",Secondary School Students,"Promote Awareness of Synthetic Biology, Educate on the iGEM program, Recruit iGEM members","1. Present at events for high school biology students.
2. Encourage students to go into synthetic biology or join an iGEM team.",The team presented about iGEM at an event for high school students who are interested in biomedical engineering.
2072,SJTU-BioX-Shanghai,Undergraduate,2017,Education and Public Engagement,http://2017.igem.org/Team:SJTU-BioX-Shanghai,Teaching Activity,General Public,Education on Synthetic Biology,"1. Travel to local park with poster.
2. Display poster
3. Talk to people who seem interested, and talk to them about your project and synthetic biology in general.",Team traveled to a local park to teach intrigued pedestrians about their project and synthetic biology in general.
2073,SJTU-BioX-Shanghai,Undergraduate,2017,Education and Public Engagement,http://2017.igem.org/Team:SJTU-BioX-Shanghai,Community Event,University Students,Promote Awareness of Synthetic Biology,"1. Organize competition.
2. Receive submissions
3. Decide the winners based of expert feedback and online voting.","The team organized a ""Micro World Design Creative Contest"" with various student organizations within the university that participated."
2074,TU-Eindhoven,Undergraduate,2017,Education and Public Engagement,http://2017.igem.org/Team:TU-Eindhoven,"Community Event, Presentation (General)",Secondary School Students,"Promote Awareness of Synthetic Biology, Discuss Ethics and Safety, Recruit iGEM members","1. Plan a presentation for an event for prospective students.
2. Incorporate a discussion of what synthetic biology is and how it can be useful.
3. Promote the iGEM program.",The team presented about iGEM to prospective students and discussed GMOs.
2075,UESTC-China,Undergraduate,2017,Education and Public Engagement,http://2017.igem.org/Team:UESTC-China,Educational Material,"Scientific Community, General Public",Promote Awareness of Synthetic Biology,1) Recruit volunteers from across the country to collect soil samples. 2) Analyze all samples. 3) Create a map marked with areas polluted with TCP contamination.,"UESTC-China iGEM recruited volunteers to collect samples for a soil survey, thus allowing the public to participate in science."
2076,Valenica_UPV,Undergraduate,2017,Integrated Human Practices,http://2017.igem.org/Team:Valencia_UPV,Consult Experts,General Public,Gain Information for iGEM project,"1. Contact officials that you believe can help you with your project 
2. Develop questions to help them 
3. Learn from answers and change your project accordingly ",They consulted professionals in various areas to help make their project better. 
2077,TU-Eindhoven,Undergraduate,2017,Education and Public Engagement,http://2017.igem.org/Team:TU-Eindhoven,Presentation (General),University Students,Educate on the iGEM program,1. Present about the iGEM program to new students.,The team welcomed master students and gave a presentation about iGEM.
2078,SJTU-BioX-Shanghai,Undergraduate,2017,Education and Public Engagement,http://2017.igem.org/Team:SJTU-BioX-Shanghai,"Community Event, Teaching Activity, Fair Booth",General Public,Education on Synthetic Biology,"1. Attend event with large gathering of people.
2. Use fun activities to teach people (especially children and teen) about synthetic biology.","Attended the SJTU festival, and educated attendees with a variety of activities related to synthetic biology."
2079,UESTC-China,Undergraduate,2017,Education and Public Engagement,http://2017.igem.org/Team:UESTC-China,"Community Event, Fair Booth",General Public,"Education on Synthetic Biology, Promote Awareness of Synthetic Biology, Learn Public Opinions, Discuss Ethics and Safety",1) Host an exhibition at a library. 2) Speak to people about synthetic biology. Answer their questions and explore their concerns. Focus on showcasing the benefits of synthetic biology and changing negative attitudes.,UESTC-China hosted an exhibition at a library in an attempt to change negative attitudes towards synthetic biology.
2080,UESTC-China,Undergraduate,2017,Integrated Human Practices,http://2017.igem.org/Team:UESTC-China,"iGEM Project Presentation (Presenting your iGEM project for feedback), Conference/Panel Discussion",iGEM Teams,Gain Information for iGEM project,1) Participate in a conference where iGEM teams can come together and share projects.,UESTC-China iGEM participated in the Conference of China iGEMer Committee (CCiC) with teams from all over China.
2081,TU-Eindhoven,Undergraduate,2017,Education and Public Engagement,http://2017.igem.org/Team:TU-Eindhoven,"Community Event, Open Lab, Presentation (General)",General Public,"Education on Synthetic Biology, Promote Awareness of Synthetic Biology","1. Plan activities for public science events in the community or at your university.
2. Speak about GMOs to decrease public fear.",The team did simple experiments with participants and spoke about synthetic biology and GMOs. 
2082,SJTU-BioX-Shanghai,Undergraduate,2017,Education and Public Engagement,http://2017.igem.org/Team:SJTU-BioX-Shanghai/Engagement,Social Media,General Public,Promote Awareness of Synthetic Biology,1. Create social media accounts and or websites,"Team created an official WeChat account, and created a web page showcasing the history and accomplishments of iGEM teams from SJTU."
2083,SJTU-BioX-Shanghai,Undergraduate,2017,Education and Public Engagement,http://2017.igem.org/Team:SJTU-BioX-Shanghai,Open Lab,University Students,"Promote Awareness of Synthetic Biology, Recruit iGEM members","1. Hold open lab
2. Let freshmen visit lab
3. Teach them basic synthetic biology lab techniques and practices.",Held an open laboratory day at the beginning of the semester for interested freshmen.
2084,Valenica_UPV,Undergraduate,2017,Integrated Human Practices,http://2017.igem.org/Team:Valencia_UPV,Survey,"Scientific Community, General Public","Gain Information for iGEM project, Learn Public Opinions","1. Develop questions that you believe you could ask in a survey 
2. Go out and survey the public
3. Analyze the results and make conclusions", A survey was developed with the objective of gaining a societal perspective on agriculture and Genetically Modified Organisms (GMOs). 
2085,TU-Eindhoven,Undergraduate,2017,Education and Public Engagement,http://2017.igem.org/Team:TU-Eindhoven,"Presentation (General), Teaching Activity",Teachers,"Education on Synthetic Biology, Promote Awareness of Synthetic Biology","1. Plan a course for high school teachers on synthetic biology. 
2. Receive feedback on whether your material could reasonably be taught in high schools. ",The team provided a course for future high school teachers about iGEM and synthetic biology.
2086,UESTC-China,Undergraduate,2017,Education and Public Engagement,http://2017.igem.org/Team:UESTC-China,Social Media,General Public,"Promote Awareness of Synthetic Biology, Present iGEM Project",1) Film clips that show the iGEM project and introduce the team. 2) Edit the clips and play them with a pre-existing song. 3) Post the music video online.,UESTC-China iGEM created and posted a music video that explains their project.
2087,SJTU-BioX-Shanghai,Undergraduate,2017,Education and Public Engagement,http://2017.igem.org/Team:SJTU-BioX-Shanghai,"iGEM Project Presentation (Presenting your iGEM project for feedback), Fair Booth","Teachers, University Students",,"1. Attend event where people present their projects
2. Present your project",Presented project poster board at the SJTU summer social practice program.
2088,UESTC-China,Undergraduate,2017,Education and Public Engagement,http://2017.igem.org/Team:UESTC-China,"Educational Material, Social Media","Scientific Community, General Public","Discuss Ethics and Safety, Science Education (Non-SynBio Specific)",1) Participate with other iGEM teams to create a video series demonstrating proper lab safety.,UESTC-China iGEM and over ten other iGEM teams created a video series to demonstrate proper lab safety techniques.
2089,SJTU-BioX-Shanghai,Undergraduate,2017,Education and Public Engagement,http://2017.igem.org/Team:SJTU-BioX-Shanghai/Engagement,Survey,General Public,Gain Information for iGEM project,,"A survey about heavy metals, hoping to make more people aware of heavy metal pollution."
2090,TU_Dresden,Over graduate,2017,Integrated Human Practices,http://2017.igem.org/Team:TU_Dresden,Consult Experts,Vendors/Businesses,Gain Information for iGEM project,"1. Consulted Toni Kiel, founder of plant values, a business consultancy for sustainable company development 2. He gave valuable feedback and advice and helped to establish contacts with further experts",Consulting a business consultant for sustainability to help calculate carbon footprints.
2091,SUSTech_Shenzhen,Undergraduate,2017,Education and Public Engagement,http://2017.igem.org/Team:SUSTech_Shenzhen,Speaker Series,University Students,Education on Synthetic Biology,"1. Co-host a seminar
2. Present at said seminar","The team ""co-hosted a seminar and lecture with Prof. Zhihai Li""; they gave a seminar covering synthetic biology and how it can be integrated with recent advances in brain imaging science"
2092,TU_Dresden,Over graduate,2017,Education and Public Engagement,http://2017.igem.org/Team:TU_Dresden,Just Product,iGEM Teams,Science Education (Non-SynBio Specific),"1. Team created an excel based tool that allows teams to calculate their carbon footprint in the lab including factors such as consumables, heating, and electricity consumption ",
2093,UESTC-China,Undergraduate,2017,Education and Public Engagement,http://2017.igem.org/Team:UESTC-China,Teaching Activity,"Primary School Students, Secondary School Students, University Students, General Public","Education on Synthetic Biology, Promote Awareness of Synthetic Biology","1) Use a mathematical model to simulate the game process and obtain the best number of different cards. UESTC-China iGEM ultimately decided on two categories of cards: base cards and function cards. Base cards contain several elements which are necessary for a genetic engineering experiment. Function cards are designed as interaction mechanisms according to simple biological knowledge. The first player to collect six different base cards will win the game. 2) Enter major middle schools and introduce the card game to the students. Receive feedback from students. 3) Introduce the card game at iGEM conferences, like the CCiC. UESTC-China iGEM also introduced their game at Innovative Entrepreneurship Week in Chengdu.",UESTC-iGEM created a card game to promote synthetic biology among primary and secondary school students and non-biology-major students.
2094,ZJU-China,Undergraduate,2017,Integrated Human Practices,http://2017.igem.org/Team:ZJU-China,Consult Experts,Professors,Gain Information for iGEM project,"1. Evaluate qualities your microorganism must have for your project.
2. Identify a few options.
3. Consult an expert for your final selection.",The team spoke with an expert on what microorganism they should do their research on.
2095,ZJU-China,Undergraduate,2017,Education and Public Engagement,http://2017.igem.org/Team:ZJU-China,Consult Experts,Professors,Discuss Ethics and Safety,1. Visit a regulatory administration and ask them their thoughts on safety in synthetic biology. ,The team visited theZhejiang Food and Drug Administration to speak about safety. 
2096,TU_Dresden,Over graduate,2017,Integrated Human Practices,http://2017.igem.org/Team:TU_Dresden,Consult Experts,"Professors, Scientific Community",Gain Information for iGEM project,1. Team consulted Stephan Scops and Dr. Ines Herr from the Department of Environmental Management and Environmental Coordination of TU Dresden to help the team calculate their carbon footprint,Team consulted several experts in the field of environmental management for feedback on their iGEM project.
2097,UESTC-China,Undergraduate,2017,Education and Public Engagement,http://2017.igem.org/Team:UESTC-China,"Open Lab, Teaching Activity","Primary School Students, Secondary School Students","Education on Synthetic Biology, Promote Awareness of Synthetic Biology, Science Education (Non-SynBio Specific)","1) Host an open lab for primary school students. UESTC-China iGEM hosted an open lab called ""A Close Encounter with Science"" to teach botany and let children operate some simple instruments. At the end of the event, the students played plant printing and dyeing games. 2) Visit middle schools and ask students to brainstorm synthetic biology and environmental protection-related project ideas. 3) Invite high school students to campus and instruct them to build micrographs with plastic waste and plants. Give them tips on the recycle and reuse of pollutants, and explain the principle of degrading pollutants by transgenic plants.","UESTC-China iGEM prepared synthetic-biology teaching activities for primary, middle, and high school students."
2098,UESTC-China,Undergraduate,2017,Education and Public Engagement,http://2017.igem.org/Team:UESTC-China,Educational Material,"iGEM Teams, Scientific Community",Discuss Ethics and Safety,1) Illustrate comics that demonstrate lab safety principles. 2) Publish comics for various exhibitions and post as a PDF online.,UESTC-China iGEM illustrated and published comics that demonstrate lab safety.
2099,ZJU-China,Undergraduate,2017,Integrated Human Practices,http://2017.igem.org/Team:ZJU-China,"Community Event, Consult Representatives",Specialized Audiences,"Gain Information for iGEM project, Learn Public Opinions","1. Speak with potential consumers of your product.
2. Take their thoughts into account.",The team visited a tobacco farms and looked at the diseased plants. They spoke with officials about how to approach the problem.
2100,SUSTech_Shenzhen,Undergraduate,2017,Education and Public Engagement,http://2017.igem.org/Team:SUSTech_Shenzhen,"Teaching Activity, Educational Material",Secondary School Students,"Education on Synthetic Biology, Science Education (Non-SynBio Specific)","1. Invite high school students to your campus.
2. Teach the students that attend about science and synthetic biology.","To further promote synthetic biology, we gave a series of lectures on synthetic biology as wells our current and previous iGEM project to a group of 40 junior school students from Sichuan province. They also visited our lab and showed great interest in synthetic biology.

"
2101,ZJU-China,Undergraduate,2017,Integrated Human Practices,http://2017.igem.org/Team:ZJU-China,Just Product,iGEM Teams,Gain Information for iGEM project,1. Create a platform that makes the iGEM database searchable or easier to use.,
2102,ZJU-China,Undergraduate,2017,Education and Public Engagement,http://2017.igem.org/Team:ZJU-China,Just Product,General Public,Education on Synthetic Biology,1. Create a computer game to increase public knowledge about the problem your team is addressing. ,
2103,SUSTech_Shenzhen,Undergraduate,2017,Education and Public Engagement,http://2017.igem.org/Team:SUSTech_Shenzhen,Consult Experts,Professors,Gain Information for iGEM project,"1. Meet with expert
2. Ask questions on how to construct project
3. Take feedback into account when the project is designed.",The team held a seminar with Prof. Peng Li to gain information and advice on how to construct their experiment.
2104,ZJU-China,Undergraduate,2017,Education and Public Engagement,http://2017.igem.org/Team:ZJU-China,Presentation (General),"Secondary School Students, iGEM Teams","Education on Synthetic Biology, Educate on the iGEM program","1. Invite high school iGEM teams to your school.
2. Give them a presentation with helpful information and suggestions for their project. ",The team met with high school iGEMers to go over synthetic biology and give advice. 
2105,SUSTech_Shenzhen,Undergraduate,2017,Integrated Human Practices,http://2017.igem.org/Team:SUSTech_Shenzhen/HP/Gold_Integrated,"iGEM Project Presentation (Presenting your iGEM project for feedback), Consult Experts",iGEM Teams,"Gain Information for iGEM project, Present iGEM Project","1. Attend iGEM meetup
2. Present project for feedback
3. Utilize feedback to improve project",Team attended CCiC (Conference of China iGEMer Committee) and presented their project among fellow iGEM peers and judges for feedback.
2106,ZJU-China,Undergraduate,2017,Education and Public Engagement,http://2017.igem.org/Team:ZJU-China,Open Lab,Secondary School Students,"Education on Synthetic Biology, Promote Awareness of Synthetic Biology, Educate on the iGEM program","1. Invite a high school science camp to your lab.
2. Present about synthetic biology, iGEM, and your project.",The team welcomed a science camp for high schoolers into their lab and spoke about iGEM and synthetic biology.
2107,ZJU-China,Undergraduate,2017,Education and Public Engagement,http://2017.igem.org/Team:ZJU-China,,Primary School Students,"Education on Synthetic Biology, Promote Awareness of Synthetic Biology, Educate on the iGEM program, Science Education (Non-SynBio Specific)",1. Create postcards with stamps and a code that leads to information about your project when scanned. ,"There were different science related activities for children. At each one, they could earn a stamp, which they could later redeem for a prize. On the back of the cards with the stamps was a code that could be scanned to find out about the team's project online."
2108,http://2017.igem.org/Team:ZJU-China,Undergraduate,2017,Integrated Human Practices,http://2017.igem.org/Team:ZJU-China,"Presentation (General), Conference/Panel Discussion",iGEM Teams,"Gain Information for iGEM project, Networking","1. Attend an iGEM meetup.
2. Take feedback of other teams and build collaborations.",The team attended an iGEM meet up and got feedback on their project.
2109,ZJU-China,Undergraduate,2017,Integrated Human Practices,http://2017.igem.org/Team:ZJU-China,Conference/Panel Discussion,iGEM Teams,Gain Information for iGEM project,"1. Attend an iGEM meetup.
2. Take feedback and incorporate that into your project and final presentation. ",The team attended a meet up to give a presentation of their project and receive feedback.
2110,SUSTech_Shenzhen,Undergraduate,2017,Integrated Human Practices,http://2017.igem.org/Team:SUSTech_Shenzhen,Consult Experts,Professors,Gain Information for iGEM project,"1. Meet with professor
2. Gain advice from professor
3. Utilize advice to improve project.",Team contacted Prof. Zhongying's laboratory to gain advice on how to improve results when working with C. elegans
2111,TU_Dresden,Over graduate,2017,Integrated Human Practices,http://2017.igem.org/Team:TU_Dresden,"Consult Experts, Social Media",General Public,"Education on Synthetic Biology, Promote Awareness of Synthetic Biology, Educate on the iGEM program, Discuss Ethics and Safety","1. Team reached out to Labconsious, an open resource supporting researchers using green lab initiatives to improve efficiency and reduce the environmental footprint of bench science supported by New England Biolabs 2. Contacted the editor of the webpage Nicole Kelesoglu and asked to publish two blog posts on her website to extend the teams outreach.",Team contacted the editor of the blog Labconscious and  asked if she could publish a story about the team on the blog. 
2112,TU_Dresden,Over graduate,2017,Integrated Human Practices,http://2017.igem.org/Team:TU_Dresden,Consult Experts,Scientific Community,Gain Information for iGEM project,"1. Interviewed Dr. Kerstin Hermuth-Kleinschmidt, founder of NIUB-Nachhaltigkeitsberatung 2. With her large knowledge and experience in the field of sustainable lab work, the team was able to extend our GoGreenGuide ","Interviewed Dr. Kerstin Hermuth-Kleinschmidt, Founder of NIUB-Nachhaltigkeitsberatung - sustainability consulting for companies in life science with a focus on sustainable lab work.
"
2113,Shanghaitech,Undergraduate,2017,Integrated Human Practices,http://2017.igem.org/Team:Shanghaitech,Survey,General Public,Learn Public Opinions,"1. Create a questionnaire to gauge public interest in science and to find out how you can make science more accessible. 
2. Distribute the survey.
3. Collect and evaluate results. ","The team created a survey to find out people's interests in biology, their knowledge of synthetic biology, and what holds them back from getting involved with science. "
2114,TU_Dresden,Over graduate,2017,Integrated Human Practices,http://2017.igem.org/Team:TU_Dresden,Consult Experts,Scientific Community,Gain Information for iGEM project,"1. Team met with Dr. Annina Gritzki, a member of the interdisciplinary CAMPER project of TU Dresden, a project to analyze energy consumptions on campus and find ways to increase energy efficiency 2. Lent the team amperemeter plugs to allow the team to check the energy consumption of the centrifuge and other devices ","Team consulted Dr. Annina Gritzki, a member of CAMPER project, a project to analyze energy consumption on campus and find ways to increase energy efficiency"
2115,Shanghaitech,Undergraduate,2017,Integrated Human Practices,http://2017.igem.org/Team:Shanghaitech,"Survey, Consult Experts","Secondary School Students, Teachers, University Students, Specialized Audiences","Promote Awareness of Synthetic Biology, Learn Public Opinions","1. Interview people about what they would bioproduct they would create if they had access to the technology and knowledge necessary.
2. Compile this information.","The team interviewed 2 innovation groups, 4 makers, 12 students aging from 14 to 22,  2 instructors, and a scholar in innovation education."
2116,Shanghaitech,Undergraduate,2017,Education and Public Engagement,http://2017.igem.org/Team:Shanghaitech,Just Product,General Public,Education on Synthetic Biology,"1. Create a platform to give people access to biology product design.
2. Make it easy to use.
3. Provide steps for usage.","The team created MagicBlock, a cloud platform that enables people to easily people to create bio-designs without access to a lab. "
2117,TU_Dresden,Over graduate,2017,Integrated Human Practices,http://2017.igem.org/Team:TU_Dresden,Consult Experts,Scientific Community,"Gain Information for iGEM project, Activism for iGEM project","1. Reached out to Dr. Ulrich Pietzarka for advice on how to plant a tree in the forstbotanical garden of their university 2. Planted a bur oak, Quercus macrocarpa, which is drought and fire resistant 3. Were given a tour of the forstpark, and invested 100 euros in the nurture of their tree","Team consulted Dr. Ulrich Pietzarka, curator of the Forstbotanical Garden Tharandt, Dresden University of Technology, for assistance on planting trees."
2118,Shanghaitech,Undergraduate,2017,Education and Public Engagement,http://2017.igem.org/Team:Shanghaitech,"Presentation (General), Conference/Panel Discussion, Consult Experts",University Students,"Education on Synthetic Biology, Promote Awareness of Synthetic Biology","1. Create a platform to enable public access to synthetic biology. 
2. Seek feedback through workshops and professional advice.
3. Incorporate this advice into your final product. ",The team got feedback from experts and participants in workshops where they tested MagicBlock. 
2119,SYSU-Software,Undergraduate,2017,Integrated Human Practices,http://2017.igem.org/wiki/index.php?title=Team:SYSU-Software,Consult Experts,Professors,Gain Information for iGEM project,"1. Visit laboratories
2. Ask professors what challenges they encounter that software can remedy.
3. Use information to guide project","Visited several laboratories at Sun Yat-sen University, and learned about what needs could be fulfilled with novel software."
2120,SYSY-Software,Undergraduate,2017,Integrated Human Practices,http://2017.igem.org/wiki/index.php?title=Team:SYSU-Software,Consult Experts,Professors,Gain Information for iGEM project,"1. Meet with a professor
2. Learn about biosafety
3. Use information to guide the project",Consulted Prof. He Zhumei for advice on biosafety.
2121,Shanghaitech,Undergraduate,2017,Education and Public Engagement,http://2017.igem.org/Team:Shanghaitech,"Presentation (General), Teaching Activity",Secondary School Students,"Education on Synthetic Biology, Promote Awareness of Synthetic Biology, Educate on the iGEM program, Activism for iGEM project","1. Visit a high school.
2. Present about your project and the potential of synthetic biology. 
3. Encourage students to get involved with synthetic biology. ",The team visited a high school to present about synthetic biology and to popularize their project.
2122,SYSU-Software,Undergraduate,2017,Integrated Human Practices,http://2017.igem.org/wiki/index.php?title=Team:SYSU-Software,Consult Experts,Vendors/Businesses,Gain Information for iGEM project,"1. Meet with software expert
2. Learn about the informational security considerations that one must be aware of when developing software.
3. Use the information gained to develop software. ","As the team is developing software, they decided that they should consult software experts to investigate the ethical obligation they should have to ensure information security."
2123,SYSU-Software,Undergraduate,2017,Integrated Human Practices,http://2017.igem.org/wiki/index.php?title=Team:SYSU-Software/HP#silver,Consult Experts,Professors,Gain Information for iGEM project,"1. Meet with professor
2. Gain information for project
3. Use information to better project",Met with Prof. Li Yang for advice on how to navigate intellectual property when collecting information for the database.
2124,Shanghaitech,Undergraduate,2017,Education and Public Engagement,http://2017.igem.org/Team:Shanghaitech,Teaching Activity,Secondary School Students,"Education on Synthetic Biology, Promote Awareness of Synthetic Biology","1. Plan a biology seminar at a middle school.
2. Discuss synthetic biology and have the students design a product they could build with biology. ",The team held a seminar at a middle school to gauge understanding of synthetic biology and excite kids about designing biology projects.
2125,Shanghaitech,Undergraduate,2017,Education and Public Engagement,http://2017.igem.org/Team:Shanghaitech,Social Media,General Public,"Education on Synthetic Biology, Promote Awareness of Synthetic Biology, Activism for iGEM project","1. Create a social media account.
2. Update it with information about your project, your outreach, and interesting articles.","The team created a WeChat account and posted articles, updates about MagicBlock, and an introduction to their workshops."
2126,Shanghaitech,Undergraduate,2017,Education and Public Engagement,http://2017.igem.org/Team:Shanghaitech,Just Product,"University Students, iGEM Teams, Scientific Community",Discuss Ethics and Safety,"1. Identify issues with existing safety manuals.
2. Adress these and edit the safety manual.
3. Send out your edited manual to professors for feedback.
4. Incorporate feedback.
5. Put safety manual into use and encourage other labs at your university to use it as well. ","The team edited a biosafety and security manual in Chinese and sent it to professors, who gave them positive feedback."
2127,SYSU-Software,Undergraduate,2017,Education and Public Engagement,http://2017.igem.org/wiki/index.php?title=Team:SYSU-Software/HP#silver,Community Event,General Public,Education on Synthetic Biology,"1. Host an event
2. Utilize various activities to teach the public about synthetic biology",Held an event on the campus to introduce the public to synthetic biology.
2128,Shanghaitech,Undergraduate,2017,Education and Public Engagement,http://2017.igem.org/Team:Shanghaitech,Just Product,"University Students, iGEM Teams, General Public",Discuss Ethics and Safety,"1. Reach out to other teams to participate in your project.
2. Have each team make a safety video.
3. Compile them on a youtube channel or other video sharing platform.",The team collaborated with other Chinese teams to make a collection of safety videos.
2129,SYSU-Software,Undergraduate,2017,Education and Public Engagement,http://2017.igem.org/wiki/index.php?title=Team:SYSU-Software/HP#silver,Just Product,General Public,Education on Synthetic Biology,"1. Develop a game
2. Release the game to the public",Game designed to teach people about synthetic biology
2130,SYSU-Software,Undergraduate,2017,Education and Public Engagement,http://2017.igem.org/wiki/index.php?title=Team:SYSU-Software/HP#silver,Teaching Activity,Secondary School Students,Education on Synthetic Biology,"1. Host lecture events
2. Teach high schoolers about synthetic biology at these lecture events.","Gave small lectures to freshmen and high school students about the team's project, and synthetic biology in general."
2131,SYSU_Software,Undergraduate,2017,Education and Public Engagement,http://2017.igem.org/wiki/index.php?title=Team:SYSU-Software,Community Event,University Students,"Education on Synthetic Biology, Promote Awareness of Synthetic Biology","1. Hold an event
2. Invite university students to the event
3. Discuss synthetic biology at the event.",Held an event to get people from different fields to meet up and talk about synthetic biology.
2132,TU_Dresden,Over graduate,2017,Integrated Human Practices,http://2017.igem.org/Team:TU_Dresden,Consult Experts,Legislators,"Gain Information for iGEM project, Discuss Ethics and Safety","1. In order to consider the biological safety of the project in applying their bacteria in facilities other than laboratories, the team met with legal assistant Ms K. Michalk from the Institute for Technological Environmental Law at TU Dresdent 2. She informed the team about the procedure during the safety evaluation of a biological project and what is needed to make our Peptidosomes with the encapsulated biosensor applicable in e.g. a sewage treatment plant",Consulted a legal assistant from the Institute for Technological and Environmental Law at TU Dresden about the procedure during the safety evaluation of a biological project.
2133,TU_Dresden,Over graduate,2017,Education and Public Engagement,http://2017.igem.org/Team:TU_Dresden,"Community Event, Presentation (General), Teaching Activity, Fair Booth",General Public,"Education on Synthetic Biology, Promote Awareness of Synthetic Biology, Educate on the iGEM program, Present iGEM Project, Science Education (Non-SynBio Specific)","1. Team hosted a book at the Long Night of Sciences, an annual event taking place in many cities throughout Germany 2. Focused on introducing iGEM and synthetic biology to the public in Dresden 3. Had Legos and gave instructions to kids on how to build Biobricks: different colors of big bricks corresponded to different genes, like fluorescent proteins, smaller bricks corresponded to different promoters and so on 3. Also offered strawberry DNA extraction 4. Presented iGEM project and current developments in biotechnology  to parents and visitors","Team hosted a booth at the Long Night of Science, focusing on introducing iGEM and synthetic biology to the public in Dresden."
2134,TU_Dresden,Over graduate,2017,Education and Public Engagement,http://2017.igem.org/Team:TU_Dresden,"Presentation (General), Teaching Activity",Secondary School Students,"Education on Synthetic Biology, Promote Awareness of Synthetic Biology, Educate on the iGEM program","1. Team went to Rudolf-Hildebrand-Schule, a high school in Markkleeberg 2. Presented concepts of synthetic biology and introduced project idea to senior year students participating in a course in biotechnology ",Team presented synthetic biology concepts and project ideas to senior students
2135,TU_Dresden,Over graduate,2017,Education and Public Engagement,http://2017.igem.org/Team:TU_Dresden,Just Product,General Public,"Education on Synthetic Biology, Promote Awareness of Synthetic Biology, Educate on the iGEM program",1. Team has article written about them in German in the local newspaper S_hsische Zeitung (printed on 29/10/2017),
