team_name,page,header,body
UESTC-Software,Public_Engagement,Design,"  People spend more and more leisure time on the game, including physical games and online games. We believe that if we can implant scientific knowledge and ideas in the game, people can learn the knowledge of the fields that they may not access in daily life while playing the game. This is more effective than letting people read those boring professional books.  To promote synthetic biology, we designed a board game named Bio-Chess, and produced it both in physical and PC version. It is inspired by the well-known game Monopoly and flying chess. We integrate the idea of genetic engineering into the game, combining this game with synthetic biology knowledge, making players familiar with the process of genetic engineering while experiencing the game.Let us have fun in Bio-Chess!"
UESTC-Software,Public_Engagement,PC version:,"  In order to better promoting our game, making people who may not be able to experience physical chess can experience the fun of Bio-Chess, we also made a PC version of Bio-Chess. In the PC version of Bio-Chess, we made some minor adjustments to the rules, but this did not affect the synthetic biology thoughts and fun contained in it. The Bio-Chess PC version has been released to the online platform so that the public can easily download to play. Click to Download Bio-Chess for PC."
UESTC-Software,Public_Engagement,Promotion,"  Bio-Chess debuted at CCiC (Conference of Chinese iGEM Community). We introduced the Bio-Chess to the audience and judges at the Panel Session and received wide acclaim. At the first iGEM Festival in University of Electronic Science and Technology, we combine Bio-Chess with our carefully designed synbio quiz game. Participants need to complete two consecutive sessions where they have a deeper understanding of iGEM and synthetic biology."
UESTC-Software,Public_Engagement,Future,"  We will continue to promote our Bio-Chess through social media, whether online or offline. And improve it based on feedback from players. In addition, we also hope to cooperate with educational institutions to use our chess as a tool to assist in teaching and to show   its greater value. We believe that our work can really affect the people around us and make them pay more attention to synthetic biology."
UESTC-Software,Public_Engagement,iGEM Day ‘Gene Go’,"  Of course, it’s hard to let children understand synthetic biology but cultivating their interest is important. We teamed up with Sichuan Science and Technology Museum and UESTC-China and organized a ‘Gene Go’ iGEM Day to provide a good opportunity for children to know iGEM. This iGEM Day was so welcomed by children that after the event was released on the online platform of the Sichuan Science and Technology Museum, we received applications from more than 350 families from the registration channel on the first day. At the show case, the number of parents and children who came to the event exceeded 1,000, and everyone was very enthusiastic. "
UESTC-Software,Public_Engagement,A series of activities,"  We designed a series of activities such as leaf bookmark making, cell structure fabrication, gene card playing and microscope observation to allow children to participated on their own. During bookmark period, the children showed great enthusiasm and had a great time. Parents were attracted by this fun activity and made leaf bookmarks with their children. After the explanation, the iGEM team members took out the plasticine of various colors and patiently taught the children to make ""organelles"". In the process, the children have a clear understanding of the structure of the cells. After the children made the cells with plasticine, we took the children to observe the real cells with a microscope. The children observed a variety of sliced cells and adjusted the microscope with their own hands. After having fun with real instruments, children’s interest in biology is even stronger. The children understood the tools and approximate processes required for synthetic biology in the gene card game and expressed their strong interest in synthetic biology. "
UESTC-Software,Public_Engagement,“Cellulose Go”,"  We organized a vivid children stage show “Cellulose Go”. The story is based on the project of UESTC-China and introduces the relationship between cellulose and lignin and the purpose of their project. After the performance, the host asked the children different questions bases on the drama. The children raised their hands and answered, and a little girl could even accurately tell our lines. Through the wonderful performances and simple explanations of the actors, the children not only gained happiness, but also increased their biological knowledge."
UESTC-Software,Public_Engagement,1st iGEM Festival in UESTC,"  For the pre-iGEMers which is high school students and undergraduates, they’ve already acquired some knowledge of synthetic biology and have heard of iGEM. What we should do is to introduce more details to them and invite them to join us. So we decided to held the 1st iGEM Festival in UESTC and designed two parts, one is game stage and the other is iGEM introduction."
UESTC-Software,Public_Engagement,Game stage,"  We designed 2 games with the combination of iGEM and synthetic biology. We used our board game Bio-Chess and iGEM Q&A to make students get to know us in a more fun and comprehensive way. Only those who wins the Bio-Chess will have a chance to join in the Q&A part. And the quiz part is also based on the chess procedure. Through these games, students know more about iGEM and synthetic biology. They said that it was of great fun and the designing of Bio-Chess is unexpected and brilliant."
UESTC-Software,Public_Engagement,iGEM Introduction,"  On the introduction, we told the pre-iGEMers what is synthetic biology and iGEM. Through introduction, they got to know iGEM in a more specific way. Different from what they searched on the internet, we told them what we would do for the competition and what we would gain in joining this. After the introduction, high school students and undergraduates showed their great interests in it and asked many questions about what they should do and prepare for iGEM. And we also did a live show on the hottest platform in China with over 1300 people watching."
UESTC-Software,Public_Engagement,Contact Us,"uestcsoftware@vip.qq.comNO.2006.XiYuan Avenue,UESTC,Chengdu,China"
UI Indonesia,Integrated Human Practice,"Although this diphtheria issue only happens lately in Indonesia, but this is such a special issue in developing countries. Thus, our human practice can be implemented or being referred for any others developing countries.  (Point 3)",
UI Indonesia,Human Practice Catalogue,"Although this diphtheria issue only happens lately in Indonesia, but this is such a special issue in developing countries. Thus, our human practice can be implemented or being referred for any others developing countries.  (Point 3)",
UiOslo Norway,Human Practices,Human Practices,"One of the silver requirements for the iGEM competition is to incorporate human practices into the project. This is done by careful and creative evaluation of whether the project is responsible and will bring good to the world. We therefore gathered information from experts in their respective fields, which provided new perspectives and valuable insight."
UiOslo Norway,Human Practices,National Reference Laboratory for Medical Mycology,"After we decided to work with yeast, we visited a mycology lab. There we got information on how to properly work with fungi. Three of our team members had the unique opportunity to get a guided tour through the National Reference Laboratory for Medical Mycology at the Oslo University Hospital. The lab is responsible for testing if the patient samples contain microorganisms that are resistant to different types of antimicrobials.One of the creations of the mycology lab, a petri-dish wishing us a ""good summer""So what did we do in the lab? First, we inspected some fungi from patient probes grown on agar plates (amongst others Candida albicans (C. albicans)). Additionally, we attempted to evaluate with which fungus the patient is most probably infected by dint of tables. We started a minimal inhibitory concentration (MIC) test of a patient’s sample. This procedure helps to identify the lowest concentration of an antimicrobial needed to prevent visible growth of a bacterium or a fungus. Lonny (senior researcher) selected some of the most fascinating fungi and we could have a look at them through the microscope. At the end of the day we had a conversation with Lonny about our project idea. She believes that our detection kit would be very precious in a time where antimicrobial resistance is on the rise. From her point of view the possibility to buy antimycotics over-the-counter is a big mistake. She underlined the importance of our project in trying to decrease the over-usage of antimycotics. Following this feedback, we decided to interview more experts in the field of C. albicans infections.All in all this was a very informative and interesting day. Thanks to the National Reference Laboratory for Medical Mycology for giving us an insight into their work."
UiOslo Norway,Human Practices,Interview with experts  ,"With our project we want to approach the problem of misdiagnosis of vulvovaginal candidiasis. A misdiagnosis can often lead to incorrect treatment. Consequently, there is an overuse of antimycotics which results in antimycotic resistance. In Norway, only 30 % of those who purchase over-the-counter antimycotics actually have an ongoing yeast infection [A]. Our aim for human practices was to find out if women are educated about commensal microorganisms in the vaginal flora and genital hygiene. We were also curious about the opinion of pharmacists in matters of antimycotics that are sold over-the-counter.In order to obtain information about these topics, we performed interviews with different experts."
UiOslo Norway,Human Practices,Click the respective button to see their interview below!,"Interviews are also available as PDFs, click their names to access them."
UiOslo Norway,Human Practices,Questionnaire for masters students,"We handed out a short questionnaire to masters students to gather information for our project. We wanted to know if the students knew what Candida albicans is, as well as which steps they were most likely to take to treat a hypothetical infection.Gender and age distribution of respondentsQuestion: Do you know what C. albicans is?The evaluation shows that more than half of the participants did not have prior knowledge of C. albicans, with a higher percentage of men not knowing about C. albicans. This is not surprising, as yeast infections are less common for men. Question: Did you know that C. albicans is a frequent cause of vaginal infections?About 2/3 of the participants didn’t know that C. albicans is a causative of vaginal infection. Most people does not know which pathogen is the cause of the infection, but might still have knowledge of the symptoms.Question: If you have the suspicion of suffering from a vaginal C. albicans infection, would you use a “home-testing kit” in order to obtain a more targeted treatment (1 being not likely and 5 being very likely)?The answers were as expected very widespread. As we can see from the results, women are more open to self-testing with a kit than men are.In conclusion, general knowledge of C. albicans was poor in our sample group. This lead us to spend more time educating and engaging with our community. Additionally, we had to process the information from our interviews with experts. Read more on how we did this on  Integrated Human Practices."
UiOslo Norway,Integrated Human Practices,Integrated Human Practices,"A gold medal criteria for iGEM is not only engaging with the community, but integrating their feedback to change our project for the better. New perspectives and expert feedback helped us think outside the box, and reconsider our previous decisions and approaches."
UiOslo Norway,Integrated Human Practices,Motivation from experts,"We talked with Physicians, Pharmacists, and consulted with Literature. The interviews can be read in full at our Human Practices page.“It is estimated that worldwide around 75 % of women acquire a Candida albicans (C. albicans) infection at least once, and 40-45 % experience two or more episodes.”(Sobel, J.D., Vulvovaginal candidosis. The Lancet, 2007. 369(9577): p. 1961-1971. Hurley, R. and J. de Louvois, Candida vaginitis. Postgraduate Medical Journal, 1979. 55(647): p. 645)Dr. med. Franke, gynecologist, Germany“During a normal work day, I diagnose at least two C. albicans infections.”After interviewing experts and consulting with literature, we were assured that vulvovaginal candidiasis is a widespread problem.Möhringer, general practitioner, Germany“I’m diagnosing C. albicans infections solely through the symptoms of the patient like itching, burning, potentially discharge.” PD Dr., Dr. med. Grunewald, dermatologist, Germany “After examination of the patient I perform a pap test and grow the sample on Sabouraud Agar.”Sex og Samfunn, Norway“At Sex og Samfunn (Sex and Society, free clinic in Oslo), we would in most cases diagnose C. albicans by looking at the discharge under a microscope and look for fungal hyphae. If we do not observe any fungal hyphae, but the patient experience typical fungal infection symptoms, we recommend her to try an antifungal product to see if it helps. If the symptoms are chronic and she has earlier tried an antifungal product that did not relieve the symptoms, it happens that we take a sample from the patient and grow it for further inspection.” After interviewing several physicians with different backgrounds, ranging from gynecologists to dermatologists to general practitioners, we observed that doctors have different approaches on how to diagnose a vulvovaginal C. albicans infection.  A test-kit could provide diagnostic support, allowing for easy detection of C. albicans overgrowth. ""Women suffering from a vaginal C. albicans infection must either go to the doctor for diagnosis or self-treat by purchasing antimycotics over the counter without a prescription. Only 30 % of all women who self-treat in Norway had an actual C. albicans infection”  (http://www.antibiotikaiallmennpraksis.no/index.php?action=showtopic&topic=DrmsfZGV 22.08.2018)Margrethe K. Kristiansen, Pharmacist, Norway“I would estimate that about 9/10 times I sell antimycotics against C. albicans infections to women that were not at physician before going to the pharmacy store.”Antimicrobial resistance is a global problem that is constantly increasing. Unspecific treatment, like buying over-the-counter antimycotics for treating a non-existing C. albicans infection is further reinforcing this issue. Our team agreed on tackling the high number of vulvovaginal candidiasis misdiagnoses.Aina Kristin Pham, Pharmacist, Norway“I don’t know any test for detecting vaginal C. albicans infections. I don’t think pharmacy stores are selling them.”Anita Binder, Pharmacist, Germany“I know Canetest. It is a pH dependent test to distinguish between bacterial vaginosis and thrush. But I have never sold one. I think this is due to missing education and advertisement.”Alexandra Möhringer, general practitioner, Germany“I really like the idea of an easy-to-use test for detecting C. albicans since this would lead to a more targeted and therefore better therapy. But I would like the test to be done at a practitioner, so that in case of a C. albicans infection the physician could prescribe the right antimycotics.”Dr. med. Bastian Czogalla, gynecologist, Germany“In my opinion a test would be very meaningful. My personal idea would be that if a person is treated with antibiotics (for example for treating a bladder infection) the test could be sold together with the antibiotics, since the risk is very high that the women will get a fungal infection due to overgrowth of potentially pathogenic organisms.”The idea of a kit which can be performed by a physician or a pharmacist sounded promising. This could not only reduce the amount of misdiagnosed cases, but also aid in reducing the unnecessary use of antimycotics."
UiOslo Norway,Integrated Human Practices,Conclusion," The outcome of the questionnaire and the interviews with several experts was the crucial factor for us to start planning an educational campaign. We want to raise awareness and remove the stigma on vaginal health - lack of information, taboo subjects and an increasing amount of body pressure further reinforces this issue. For this purpose we drafted a flyer where women can get information concerning the normal vaginal flora.Click the image to see our flyerDISCLAIMER: This flyer does not constitute medical advice, and is for educational purposes only. We do not take any responsibility in ensuring that the information is correct. If you have any medical issues, should consult with your doctor."
UiOslo Norway,Integrated Human Practices,Further considerations,"In order to assess the acceptance of the test, we conducted a survey using a questionnaire, which we wrote about in Human Practices. The participants were new master students at the Institute for Biosciences at the University of Oslo. Question: If you have the suspicion of suffering from a vaginal C. albicans infection, would you use a “home-testing kit” in order to obtain a more targeted treatment (1 being not likely and 5 being very likely)?The answers were as expected very widespread. The reason for that could be, that people are not well informed about vaginal infections, especially with the fungus C. albicans. That is why we added some general questions about vaginal C. albicans infections to the questionnaire:Question: Did you know what C. albicans is before the presentation?The evaluation shows that more than half of the participants did not have prior knowledge of C. albicans, with a higher percentage of men not knowing about C. albicans. Question: Did you know that C. albicans is a frequent cause of vaginal infections?The evaluation of the questionnaire showed that the participants were not well informed about C. albicans. Therefore, we wondered if women are educated about the normal vaginal flora and also proper genital hygiene.Dr. med. Franke, gynecologist, Germany“I experienced that women are in general poorly educated about commensal microorganisms in the vaginal flora and the knowledge about good hygiene of the genital area is even worse. I could observe that people living in the city are commonly poorly informed whereupon women living on the countryside are even worse educated. In my opinion there is a big need of a campaign that should brief women about these topics.”PD Dr., Dr. med. Susanne Grunewald, dermatologist, Germany“No, I don’t think that women are well informed about these topics. Very often, we as physicians have to educate women about intimate care. In my opinion it would be a good idea to start a campaign for informing women about health of the genital area.”PS: The interviews can be read in full at our Human Practices page."
UiOslo Norway,Education & Engagement,Education & Engagement,"One of the components of the Human Practices is Education and Public Engagement. Here we are going to show you how we engaged and educated both scientists and the public about the synthetic biology. In our case, how we employed synthetic biology to create a precise diagnostic method that could prevent further spread of antimycotic resistance."
UiOslo Norway,Education & Engagement,Presentation for new master students,"At the beginning of the academic year, three members from our team held a presentation for the new master students at the Institute for Biosciences at the University of Oslo. The presentation contained information about the history of iGEM, what iGEM is, the benefits and learning experiences acquired when being a member of an iGEM team, as well as information about our project Canditect. Our goal with this presentation was to both spread awareness about our project and what we are trying to accomplish, as well as inspire new students to join next year’s team."
UiOslo Norway,Education & Engagement,Social media,"A very effective way to spread awareness about our project is to use social media. Since the UiOslo_Norway Team already had a Facebook and an Instagram account, we wanted to keep these pages alive. We had different approaches for each social media platform. At our Facebook page we started with team-member introduction weeks. Every Monday we posted a short summary of every team member, about the duties and responsibilities the person had in the group, as well as general information about the person. After presenting all members it was time to present our project by launching project-description-Tuesdays. The aim of these posts was to inform our followers on how our project was built up, which world-wide problems we wanted to face with our work and what kind of components we are going to use. Lastly, we launched collaboration-Wednesdays, showcasing our collaborations with other iGEM Teams from Europe. If you wanted to know more about the daily life of our team, following our Instagram page would be the right choice. There we posted pictures about our group meetings, and funny moments in lab. Of course, our team was also meeting each other in the evenings or weekends after a hard work day in lab. You could always be up to date on our leisure activities if you followed us on Instagram.If you are interested about our Facebook and Instagram pages, follow us:We will also be posting during the Giant Jamboree, stay tuned!"
UiOslo Norway,Education & Engagement,The 'Cutting Edge' festival!,"The event is a science, technology and innovation festival for scientists, technologists, entrepreneurs, investors, policy makers and startups.Two members from Team UiOslo_Norway had the opportunity to attend the ‘Cutting Edge Festival’ at Oslo Science Park in September.  The festival is part of Oslo Innovation Week. During the event there were presentations, workshops, debates and exhibitions. We presented our project with a poster and a stand. We are grateful for the opportunity to both present our project to people with various backgrounds, as well as the chance to come in contact with several companies that could help us take our project further. Additionally, we attended several talks about the genetic revolution, and how we can use current DNA editing tools in an innovative way."
UiOslo Norway,Education & Engagement,EVOGENE seminar,"In October, our team had the opportunity to present our project to the research Section for Genetics and Evolutionary Biology (EVOGENE), but also showcase the iGEM competition. EVOGENE is a research and learning environment based on a broad range of biological disciplines that merge in the perception of genetics and evolutionary thinking as a basis for their endeavor. In the first part of the lecture we gave the audience an introduction into iGEM and how important this competition is for students in matters of learning how to conduct a scientific project. After that we presented our “Canditect” project.It was a great to have the opportunity to practice our presentation we will be holding in Boston. Furthermore, we could practice answering questions from the audience, and received a lot of valuable feedback.After the EVOGENE presentation, Åslaug Brynildsen held a presentation workshop for us. She is a science- and communications advisor at the University of Oslo, but also a former theatre performer. During the workshop she provided us with a lot of useful tips on how to use our voice and body language in an engaging way. She gave us useful tips on how to make our presentation more interesting for the audience, through the use of animations and humour."
UiOslo Norway,Education & Engagement,"Presentation at the Egbert-Gymnasium, Germany","In early October, one of our team members held a presentation at the Egbert-Gymnasium Münsterschwarzach (German high school). The aim of this presentation was to engage young people and spark interest in natural sciences. About 100 pupils aged between 16 and 18 years listened to the presentation. The aim of the lecture was to educate the audience about three topics:Our presentation was featured in two newspapers, the
  Mainpost and the
  Egbert-gymnasium schoolpaper."
UiOslo Norway,Education & Engagement,Blogpost by Nordic Biosite,"One of our sponsors, Nordic Biosite, featured our project on their blog. Their blog gives a quick introduction to iGEM and our project, and we are very grateful for their sponsorship and their faith in our project.Clicking the image takes you to their blogpost"
Unesp Brazil,HUMAN PRACTICES,Overview,"Engineered probiotics are a growing technology that has the power to revolutionize the way we treat and prevent diseases. With that in mind, we focused our Human Practices activities on spreading the word about engineered probiotics. We created a collection of parts in the Registry of Standard Biological Parts and participated in Brazilian's regulatory agency public consultation about probiotics. Come with us and learn more about our HP activities!"
Unesp Brazil,HUMAN PRACTICES,Probiotics Collection,"
When we started working with genetically engineered probiotics, we went to the Registry of Standard Biological Parts to look for parts that could be useful in our project, especially regarding the chassis Bacillus subtilis and Lactococcus lactis. That was a frustrating experience: it was super hard to find these parts even knowing that several past teams had already worked with engineered probiotics. So, we thought: why not create a collection with all the parts we can find and might be useful to engineer probiotics?

We started to look for every team since iGEM has begun, that had worked with engineered probiotics or created related parts that could be useful to engineer them. After creating a list of teams, projects, and parts, we categorized them first by the most common probiotic chassis: Escherichia coli, Lactococcus lactis, Lactobacillus spp. and Bacillus subtilis. Then, we separated these parts by function, into four categories.



To access the collection, click here.

We invite other teams to collaborate and submit new parts in this collection by categorizing them in the submission parts form. To do that, when choosing the category select:

//collections/probiotics
//collections/probiotics/[function]
//chassis/[your chassis]

Besides creating the Collection at the Registry, we also published the review ""Engineering Microbial Living Therapeutics: The Synthetic Biology Toolbox"" in Trends in Biotechnology by CellPress as a part of ReviewSeries: iGEM Perspectives on Synthetic Biology. In this review, we present the available parts to engineer living therapeutics and the parts available at the Registry. You can find it here.

We hope this collection to be useful for future teams interested in working with genetically engineered probiotics and help them find parts easily.
back to top ▲"
Unesp Brazil,HUMAN PRACTICES,The gaps in Brazilian legislation,"
Brazilian legislation is still in its first steps when it comes to genetically engineered organisms. ANVISA (Brazilian National Health Surveillance Agency) is the agency in charge of regulating all the health-related products such as drugs, food, and cosmetics in Brazil and who oversees regulating GMOs is CTNBio (National Technical Commission for Biosafety). However, when a health-related product holds a genetically modified organism both agencies need to work together to approve the product, however it is not easy for ANVISA to properly label and address this new product due the presence of a GMO, and a product that is hard to address entail to a slow in the regulation process. Therefore, genetically engineered products need a proper labeling in the ANVISA’s legislation. 
Besides that, not much about GMOs was covered in the current legislation. Genetic engineering is currently researched and studied all across the globe, and laws need to follow this new trend.
"
Unesp Brazil,HUMAN PRACTICES,What the Agency did to overcome this limitation?,"
Even though the agency covers a lot of fields, the field of food supplements in general, including probiotics, required updates. Because of that ANVISA launched a public consultation about this topic.
"
Unesp Brazil,HUMAN PRACTICES,How we tackled this issue?,"
Our team knew that participating in such a consultation would be key to change how the Brazilian government deals with probiotics (which is the main topic of our research project). ANVISA created this public consultation in regards to opening a proposal that establishes and regulate food supplements such as bioactive substances, enzymes, and probiotics. Our main goal was to include in the legislation genetically engineered food supplement and to prove that this topic is interesting and important to Brazilian researchers, also raising awareness about it. Many big international companies and entities participated in the consultation, including Bayer SA, Pfizer, Nestlé, Yakult, International Probiotics Association, The International Scientific Association for Probiotics and Prebiotics, and of course iGEM UNESP team.
"
Unesp Brazil,HUMAN PRACTICES,Our contribution to the public consultation,"
We were able to send different suggestions regarding changing what has been written in the original legislation. We suggested changes in the definition of probiotics, the tests needed to certify the safety of the food supplement and other related topics. Since the main goal of our team is to develop a genetically engineered probiotic all these suggestions were very needed. Articles, researches, and books references were used to sustain the suggestions. However, most of our indications were similar to what other people have written and suggested. Nevertheless, our main contribution was regarding the use and control of genetically engineered organism in food supplements, even though we had a legislation and laws regarding probiotic, nothing was said about genetically engineered products. Using research papers and even our own research material we managed to sustain our suggestion, leaving it clear that genetically engineered probiotic is a studied and invested topic, therefore, a legislation regarding it needs to be created.
"
Unesp Brazil,HUMAN PRACTICES,What kind of an impact it is making?,"
After that, a reunion occurred at ANVISA head office in Brasilia, where all the suggestions were discussed being accepted or rejected. A month later the results came. Most of our suggestions were accepted. Our contribution about including genetically engineered organisms in food supplements was accepted but with a reservation, the genetically engineered product would need first to be approved by the CTNBio and then it would be analyzed by ANVISA. 
"
Unesp Brazil,HUMAN PRACTICES,Why is it important?,"
That's a huge step because even though CTNBio deals with GMO it can't regulate probiotics. Before our contribution, a genetically engineered probiotic would first be analyzed by CTNBio but after that ANVISA would not allow it to be produced because there wasn't any topic regarding it existing, thus, it would be needed to create a special validation process for this product, making the whole process take even longer. After our contribution, ANVISA would simply require the needed tests and after that, the product would be accepted to be produced. This represents a key change since a regular ANVISA validation process takes around five years.
Our contribution also represents the need for a more updated legislation that fulfills the needs of the new researches across our country. Genetic Engineering is being studied in almost every state and region in Brazil, the laws that regulate science need to follow this trend. 

You can find the public consultation here and the report where our proposals were accepted here (in Portuguese).
back to top ▲"
Unesp Brazil,HUMAN PRACTICES,Dialog with Libbs Pharmaceutical,"
Early this year we got in touch with Libbs, a Brazilian pharmaceutical company and one of the top 10 biggest players in the Brazilian pharmaceutical market. We had video conferences with Dr. Rafaela Gouveia and Dr. Giuliano Barissa, both from the External Research & Development department at Libbs. We talked about their thoughts on our project and our technology, and gave us unique insights about how we could build something that could be really interesting and useful to pharmaceutical companies: questions about safety, cost, scale-up, market, and regulations.

At the first time we met, we talked about our 2017’s iGEM project, Insubiota, that aims to offer an alternative treatment for type 1 diabetes with an engineered probiotic, and they suggested that we could apply this technology to other diseases and metabolic disorders, like lactose intolerance. We started to think how we could improve our previous project in a way that would be easy to change the parts in the circuits. That motivated us to design and build a framework useful to easily engineer probiotics to treat other diseases rather than just type 1 diabetes, and that was the birth of our framework: Hope.
Additionally, they informed us about and invited us to participate in an ANVISA - National Health Surveillance Agency (Brazilian regulatory agency) public consultation that was open by that time about probiotics, that they and several other pharmaceutical companies were participating, and would be awesome to have people outside the pharmaceutical companies participating as well. Because we believe laws and regulation must be built with the community, we answered the call and participate in the public consultation.
In our document, we explained about engineered probiotics, their importance and applications, and why they should be included in regulation and we were super happy and excited when we found out that our suggestions were accepted by ANVISA and engineered probiotics were included in the regulation! You can learn all about our work with ANVISA by clicking here.

In addition to our conversations, later in the year, we arranged a visit to Libbs so we could talk with Dr. Rafaela in person, tell her about our project and our progress, and visit the production plant of pharmaceuticals and biopharmaceuticals. 
We still keep in contact with Libbs and we love to hear their thoughts and insights about our project and we hope we could build great things together to solve real-world problems!
"
Unesp Brazil,HUMAN PRACTICES,Intellectual Property with Lawyer David Soares da Silva,"
Over this year we got in touch with David Soares da Silva and Clarissa Jucá Gallo, two big supporters of our team. David is a lawyer who has collaborated with our team since last year. This year he came to our College in Araraquara to know us personally, learn more about our project and to instruct us on ways to legally protect our work, talking to us about important information on intellectual property and legislation that can help us to carry out our work. His suggestions and insights may also help us in founding a startup in the future. We are grateful for meeting David and Clarissa, all the support we have received from them, and we hope to accomplish great things together in the future.
back to top ▲"
Unesp Brazil,HUMAN PRACTICES,SPONSORS,School of Pharmaceutical Sciences | Chemistry Institute
Unesp Brazil,HUMAN PRACTICES,CONTACT US,"

School of Pharmaceutical Sciences
São Paulo State University (UNESP)
Rodovia Araraquara Jaú, Km 01 - s/n
Campos Ville
14800-903
Araraquara, São Paulo, Brazil
"
UNSW Australia,Education & Engagement,Relevance,"The field of synthetic biology encompasses a range of interconnected disciplines beyond molecular science and chemical engineering, which was verified at our symposium. As such, the iGEM UNSW team wanted to engage with different groups within the academic space to consider different perspectives on our project. Two members of our team gave a lecture to students in an Arts and Social Sciences class. They gave a basic overview of our scaffold’s use and the underlying science, but then focused on the ethical, legal and commercial implications of our system. The team also presented to academics from the UNSW School of Biotechnology and Biomolecular sciences at a staff meeting. This discussion was focused on the science that formed the basis of our scaffold, and was a platform from which academics could later engage with us – by establishing in which parts of our project they were interested. "
UNSW Australia,Education & Engagement,On the Day,"With this in mind, the UNSW iGEM team hosted a symposium that gathered experts from a variety of synthetic biology-related fields, to engage in a Q&A with members of the wider community. Friends, family and colleagues were invited to listen and pose questions loosely relating to the title of the session, ‘Challenges in the Australian Innovation Landscape for Synthetic Biology’. The experts that made up the panel were:The discussion was guided by one of our team members, and engaged with topics as varied as the importance of educating the public, commercialisation, ethics, open source science, and future applications. To see the full two-hour symposium video, which was uploaded to YouTube, please click here. Alternatively, view the highlight compilation:Presentations were also given by ourselves, the iGEM team from Macquarie University and the University of Sydney BIOMOD team on our 2018 projects. This gave the gathered audience and experts an opportunity to engage with current innovations in the space, and provide their feedback during the networking hour. Perspectives from the attendees and speakers were not only gathered anecdotally by our team, but also through a short attendance survey that helped us understand the demographic of our audience and encourage their engagement."
UNSW Australia,Education & Engagement,Carl Stubbings,"Carl Stubbings specialises is the commercialisation of diagnostic products, both locally and globally. He’s worked in senior roles in both the US and Australia, part of which included obtaining FDA clearance for, and commercially releasing, the first diagnostic test for West Nile Virus.He’s also been the VP of Sales and Marketing for Focus Diagnostics, which involved Carl leading the commercialisation of the first molecular H1N1 test. Since 2012, Carl’s been back in Australia, working as the Chief Business Officer at Benitec Biopharma, where he was responsible for corporate and business development of their gene-silencing therapeutic platform, including developing and executing commercialisation strategy and executing licensing/partnership agreements with large pharmaceutical companies. He’s now working with several Aussie biotech companies on their commercialisation strategies, particularly in the diagnostic space."
UNSW Australia,Education & Engagement,Matthew Kearnes,"An Associate Professor in the School of Humanities & Languages, Matthew is a member of the Environmental Humanities group at UNSW. His research encompasses areas of Science and Technology Studies (STS), environmental sociology, and contemporary social theory.Matthew’s current work is focused on the social and political dimensions of technological and environmental change, including ongoing work on nanotechnology, precision medicine, geoengineering and the development of negative emission strategies to anthropogenic climatic change. He has many publications on the ways in which the development of novel and emerging technologies is entangled with profound social, ethical and normative questions."
UNSW Australia,Education & Engagement,Dominic Glover,"Dr. Dominic Glover is a protein engineer and synthetic biologist. He graduated with a PhD in Biochemistry from Monash University and subsequently conducted postdoctoral research at UC Berkeley developing self-assembling protein templates. In 2017, he joined the School of Biotechnology and Biomolecular Sciences at the University of New South Wales as a Senior Lecturer in synthetic biology. His research activities seek to understand and exploit the remarkable fidelity and precision of protein self-assembly for biotechnology applications."
UNSW Australia,Education & Engagement,Hugh Goold,"Dr. Hugh works for the New South Wales Department of Primary Industries. His role is in two parts. At Macquarie University's Synthetic Biology Research group, Hugh is building Chromosome XVI of the synthetic Yeast genome, Yeast 2.0. Hugh is also tasked by DPI with identifying research projects with applications to primary industries such as forestry agriculture and fisheries. Hugh completed his PhD at the Université Aix Marseille in France and the University of Sydney in Australia in 2015."
UNSW Australia,Education & Engagement,Outcomes and Analysis,"Presenting to the Arts and Social Sciences class was an opportunity to expose the students to synthetic biology, whilst giving us the chance to answer questions from a ‘human practices’ perspective. The presentation was a great way for us to experiment with how people from a non-science background would respond to our project. We were able to fine tune our presenting skills to inspire audiences across a spectrum of possible scientific backgrounds (none, in this case). The presentation itself focused on the open-source nature of the iGEM competition, and compared this with the usual secrecy associated with scientific research and the protective legal frameworks which require secrecy. The questions asked by students were generally more focused around safety concerns. The feedback received from both groups was positive, and led us to opening up further avenues for future discussion and research. We also managed to shed new light on the challenges surrounding the future of synthetic biology from both a biological and social perspective and how overcoming these challenges will change how we practice medicine, produce food and energy, and manage the environment."
UNSW Australia,Education & Engagement,Defining Synthetic Biology,"Prior to the discussions, the audience were asked to evaluate their understanding of synthetic biology. Despite over 97% of the attendants having heard of the term before, 32% of them seemed unsure about its definition. This was a common theme that we encountered amongst discussions with our family and friends.Similarly, the panellists gave diverse answers when challenged to define the term. From discussing the evolution of the field of molecular biology to considering the interface between the organic and inorganic, the speakers all came back to the idea that this space has been built by combining previous research, scientific principles, and an overarching goal to invent promising new technologies. At one point, Matthew Kearnes even included the audience by asking them from what field of science or engineering they identify with, and using the range of responses from engineers, chemists, biologists and social scientists to illustrate the diversity and inclusivity of the field of synthetic biology. However, the common thread throughout this part of the discussion was that synthetic biology focuses on applying engineering principles to biological systems to build reliable methods and tools. This is backed by the literature1,2, with the key philosophies behind most projects being rational design, modularity, abstraction and novelty; all paradigms that stem from engineering practices and commercialising processes. "
